ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045930	BP	GO:0045930	negative regulation of mitotic cell cycle	29/373	248/18888	0.116935483870968	5.92138718325694	11.0729787932715	1.41067740673373e-14	9.40024126487111e-13	8.19137847278494e-13	CENPF/FAM107A/AURKB/BIRC5/BRCA1/BUB1B/CCNB1/CDC20/CDCA8/CDK1/CLSPN/DTL/E2F7/FBXO5/GTSE1/KNL1/KNTC1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/ORC1/PRKDC/SPC25/SPDL1/TICRR/XRCC3/ZWINT	29
GO:0007080	BP	GO:0007080	mitotic metaphase chromosome alignment	16/373	60/18888	0.266666666666667	13.5034852546917	13.7682475062245	2.63761617390666e-14	1.72622558524427e-12	1.50423448714903e-12	AURKB/BIRC5/CCNB1/CDCA5/CDCA8/CDT1/CENPE/KIF14/KIF18A/KIF2C/KIFC1/NDC80/NUF2/SKA1/SKA3/SPDL1	16
GO:0051656	BP	GO:0051656	establishment of organelle localization	39/373	472/18888	0.0826271186440678	4.18407779342936	9.94331193274523	4.12965446096142e-14	2.65529536831993e-12	2.31382670998281e-12	ADGRE2/CENPF/NR4A3/PTGDS/SLC18A2/AURKB/BIRC5/CCNB1/CDCA5/CDCA8/CDT1/CENPA/CENPE/ECT2/ESPL1/IL13RA2/KIF14/KIF18A/KIF2C/KIFC1/KNL1/KNSTRN/KNTC1/LMNB1/LMNB2/MAD2L1/MYO7A/NDC80/NEK2/NUF2/NUSAP1/PAX6/SAPCD2/SKA1/SKA3/SPAG5/SPC25/SPDL1/ZWINT	39
GO:0007052	BP	GO:0007052	mitotic spindle organization	21/373	131/18888	0.16030534351145	8.11755315883184	11.6026909883041	1.32265811206305e-13	8.35783100122597e-12	7.28302125589706e-12	AURKB/BIRC5/CCNB1/CDC20/CDCA8/CENPE/CENPH/DLGAP5/KIF11/KIF23/KIF4A/KIFC1/MYBL2/NDC80/NEK2/NUF2/PRC1/SPC25/STIL/TACC3/TPX2	21
GO:0140694	BP	GO:0140694	non-membrane-bounded organelle assembly	35/373	413/18888	0.0847457627118644	4.29136183941473	9.5991434031274	4.32005904636396e-13	2.68356210252948e-11	2.33845836693457e-11	CCDC69/CENPF/ASPM/AURKB/BIRC5/BRCA1/BRIX1/CCNB2/CDC20/CDCA8/CENPA/CENPE/CENPH/DBNL/DLGAP5/FBXO5/FLNC/KIF11/KIF23/KIF4A/KIFC1/KNTC1/LMOD1/MYBL2/MYL2/NDC80/NEK2/NOP2/PLK4/PRC1/PRKDC/RNF213/SPAG5/STIL/TPX2	35
GO:0051225	BP	GO:0051225	spindle assembly	19/373	129/18888	0.147286821705426	7.45832034416111	10.4468087542292	9.287920483951e-12	5.67337142894674e-10	4.94378083303638e-10	CCDC69/ASPM/AURKB/BIRC5/CCNB2/CDC20/CDCA8/FBXO5/KIF11/KIF23/KIF4A/KIFC1/MYBL2/NDC80/NEK2/PRC1/SPAG5/STIL/TPX2	19
GO:0051315	BP	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	10/373	24/18888	0.416666666666667	21.0991957104558	13.9843232400843	1.22687177458404e-11	7.3712869735254e-10	6.4233459259499e-10	AURKB/BIRC5/CDCA8/CDT1/CENPE/KIF2C/NDC80/NUF2/SKA1/SKA3	10
GO:1901976	BP	GO:1901976	regulation of cell cycle checkpoint	12/373	44/18888	0.272727272727273	13.8103826468438	12.0746886370623	3.52319903419506e-11	2.08266523553627e-09	1.81483631065328e-09	AURKB/BIRC5/BRCA1/BRCA2/CCNB1/CDCA8/KNL1/MAD2L1/NDC80/RAD51/XRCC3/ZWINT	12
GO:0010639	BP	GO:0010639	negative regulation of organelle organization	30/373	365/18888	0.0821917808219178	4.16203312644607	8.65827214132409	4.69422344757797e-11	2.70277482021209e-09	2.35520034595347e-09	CENPF/S1PR1/AURKB/BIRC5/BRCA1/BUB1B/CCNB1/CCNF/CDC20/CDCA8/ESPL1/FBXO43/FBXO5/KANK3/KIF24/KNL1/KNTC1/LMOD1/MAD2L1/MAD2L2/MTBP/NDC80/NUF2/SPC25/SPDL1/TMSB15A/TOP2A/TPX2/XRCC3/ZWINT	30
GO:0044786	BP	GO:0044786	cell cycle DNA replication	12/373	45/18888	0.266666666666667	13.5034852546917	11.9189052400326	4.71971592069779e-11	2.70277482021209e-09	2.35520034595347e-09	BRCA2/CDC45/CDC7/CDT1/DBF4/E2F7/FBXO5/GMNN/MCM6/PCNA/RAD51/TK1	12
GO:0034508	BP	GO:0034508	centromere complex assembly	10/373	28/18888	0.357142857142857	18.0850248946764	12.8409701166406	7.65094894337933e-11	4.31395813499773e-09	3.75918689784824e-09	CENPF/HJURP/CENPA/CENPE/CENPH/CENPN/CENPV/DLGAP5/KNTC1/OIP5	10
GO:0051383	BP	GO:0051383	kinetochore organization	9/373	21/18888	0.428571428571429	21.7020298736116	13.4724072208314	9.89415915446733e-11	5.41225273151086e-09	4.71624177135175e-09	CENPF/CENPA/CENPE/CENPH/DLGAP5/KNTC1/NDC80/NUF2/SMC2	9
GO:0051988	BP	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	9/373	21/18888	0.428571428571429	21.7020298736116	13.4724072208314	9.89415915446733e-11	5.41225273151086e-09	4.71624177135175e-09	AURKB/BIRC5/CCNB1/CDCA8/ECT2/KNSTRN/KNTC1/NEK2/SPAG5	9
GO:0090329	BP	GO:0090329	regulation of DNA-templated DNA replication	12/373	48/18888	0.25	12.6595174262735	11.4798124579051	1.08394381249105e-10	5.84213834232306e-09	5.09084446919169e-09	CDC7/CDT1/DBF4/E2F7/FBXO5/GMNN/MCM6/MCM7/PCNA/RFC3/RFC4/TICRR	12
GO:0090231	BP	GO:0090231	regulation of spindle checkpoint	9/373	22/18888	0.409090909090909	20.7155739702657	13.1327264523342	1.64538743531483e-10	8.73963036294036e-09	7.61572155414979e-09	AURKB/BIRC5/CCNB1/CDCA8/KNL1/MAD2L1/NDC80/XRCC3/ZWINT	9
GO:1903046	BP	GO:1903046	meiotic cell cycle process	22/373	218/18888	0.100917431192661	5.11026391519296	8.66362895319604	4.18147381550801e-10	2.18930021911955e-08	1.90775812875959e-08	ASPM/BRCA2/CCNB2/CDC20/CDC25A/ESPL1/FANCA/FBXO43/FBXO5/KIF18A/KNL1/MSH6/MSX1/NDC80/NUF2/P3H4/RAD51/RAD51AP1/RAD54L/SMC2/TOP2A/ZWINT	22
GO:0090232	BP	GO:0090232	positive regulation of spindle checkpoint	7/373	13/18888	0.538461538461538	27.2666529181274	13.4464295043072	1.71599034610758e-09	8.82348895709197e-08	7.68879600655333e-08	AURKB/BIRC5/CDCA8/KNL1/MAD2L1/NDC80/XRCC3	7
GO:0006270	BP	GO:0006270	DNA replication initiation	10/373	37/18888	0.27027027027027	13.6859647851605	10.96304545289	1.73340028624999e-09	8.82348895709197e-08	7.68879600655333e-08	CDC45/CDT1/GMNN/MCM10/MCM6/MCM7/ORC1/PRIM1/PRIM2/TICRR	10
GO:0140013	BP	GO:0140013	meiotic nuclear division	20/373	197/18888	0.101522842639594	5.14092078224303	8.29254457247437	2.3813152359918e-09	1.19555073149451e-07	1.0418039547223e-07	ASPM/BRCA2/CCNB2/CDC20/ESPL1/FANCA/FBXO43/FBXO5/KIF18A/KNL1/MSX1/NDC80/NUF2/P3H4/RAD51/RAD51AP1/RAD54L/SMC2/TOP2A/ZWINT	20
GO:0051231	BP	GO:0051231	spindle elongation	7/373	14/18888	0.5	25.3190348525469	12.9196998864806	3.37384918536822e-09	1.64868763524994e-07	1.43666784960101e-07	AURKB/BIRC5/CDCA8/KIF11/KIF23/KIF4A/PRC1	7
GO:0051255	BP	GO:0051255	spindle midzone assembly	7/373	14/18888	0.5	25.3190348525469	12.9196998864806	3.37384918536822e-09	1.64868763524994e-07	1.43666784960101e-07	CCDC69/AURKB/BIRC5/CDCA8/KIF23/KIF4A/PRC1	7
GO:0090266	BP	GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	8/373	21/18888	0.380952380952381	19.2906932209881	11.9031645171451	3.48968533547656e-09	1.6609995785093e-07	1.44739648774243e-07	AURKB/BIRC5/CCNB1/CDCA8/KNL1/MAD2L1/NDC80/XRCC3	8
GO:1903504	BP	GO:1903504	regulation of mitotic spindle checkpoint	8/373	21/18888	0.380952380952381	19.2906932209881	11.9031645171451	3.48968533547656e-09	1.6609995785093e-07	1.44739648774243e-07	AURKB/BIRC5/CCNB1/CDCA8/KNL1/MAD2L1/NDC80/XRCC3	8
GO:0051321	BP	GO:0051321	meiotic cell cycle	24/373	291/18888	0.0824742268041237	4.17633564578093	7.7504244152092	4.0260690105512e-09	1.8917362722654e-07	1.64846064480598e-07	ASPM/BRCA2/CCNB2/CDC20/CDC25A/ESPL1/FANCA/FBXO43/FBXO5/KIF18A/KNL1/MSH6/MSX1/NDC80/NEK2/NUF2/P3H4/RAD51/RAD51AP1/RAD54L/SGO2/SMC2/TOP2A/ZWINT	24
GO:0006275	BP	GO:0006275	regulation of DNA replication	16/373	128/18888	0.125	6.32975871313673	8.5875675040258	4.85930479782336e-09	2.25434836506615e-07	1.9644411401194e-07	CDC25A/CDC7/CDK1/CDT1/DBF4/E2F7/ESCO2/FBXO5/GMNN/MCM6/MCM7/PCNA/RFC3/RFC4/RUVBL1/TICRR	16
GO:0033260	BP	GO:0033260	nuclear DNA replication	10/373	41/18888	0.24390243902439	12.3507487085595	10.3268856953468	5.20007072860934e-09	2.38228240254415e-07	2.07592297244747e-07	BRCA2/CDC45/CDC7/CDT1/DBF4/GMNN/MCM6/PCNA/RAD51/TK1	10
GO:0044839	BP	GO:0044839	cell cycle G2/M phase transition	17/373	152/18888	0.111842105263158	5.66346832228023	8.19344294857789	8.9099876251844e-09	3.99938566432724e-07	3.48506817134166e-07	CENPF/AURKB/BRCA1/CCNB1/CCNB2/CDC25A/CDC7/CDK1/CDK4/CLSPN/DTL/FBXO5/FOXM1/KIF14/NDC80/ORC1/TICRR	17
GO:1901992	BP	GO:1901992	positive regulation of mitotic cell cycle phase transition	14/373	99/18888	0.141414141414141	7.16093915021529	8.72341897043582	8.94814800749887e-09	3.99938566432724e-07	3.48506817134166e-07	CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDK1/CDK4/DLGAP5/DTL/ESPL1/FBXO5/MTBP/RRM2/STIL	14
GO:0010389	BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	14/373	104/18888	0.134615384615385	6.81666322953186	8.4424908318205	1.71250022511056e-08	7.56182328316893e-07	6.58937943308237e-07	CENPF/AURKB/BRCA1/CCNB1/CDC25A/CDC7/CDK1/CDK4/CLSPN/DTL/FBXO5/KIF14/ORC1/TICRR	14
GO:0090307	BP	GO:0090307	mitotic spindle assembly	12/373	73/18888	0.164383561643836	8.32406625289214	8.89888574604002	1.83512606369939e-08	8.00682978983126e-07	6.97715849281196e-07	AURKB/BIRC5/CDC20/CDCA8/KIF11/KIF23/KIF4A/KIFC1/MYBL2/NEK2/PRC1/TPX2	12
GO:0051256	BP	GO:0051256	mitotic spindle midzone assembly	6/373	11/18888	0.545454545454545	27.6207652936875	12.5350029053374	2.42166548647456e-08	1.04416517740344e-06	9.09886450274157e-07	AURKB/BIRC5/CDCA8/KIF23/KIF4A/PRC1	6
GO:0000910	BP	GO:0000910	cytokinesis	18/373	188/18888	0.0957446808510638	4.84832582282813	7.52668956618756	3.7881152535342e-08	1.61435376793056e-06	1.40674928754257e-06	AURKB/BIRC5/BRCA2/CDCA8/CENPA/CENPV/CEP55/E2F7/ECT2/ESPL1/IQGAP3/KIF14/KIF20A/KIF23/KIF4A/NUSAP1/PDXP/PRC1	18
GO:0045931	BP	GO:0045931	positive regulation of mitotic cell cycle	15/373	130/18888	0.115384615384615	5.8428541967416	7.86418736858219	4.41249398210442e-08	1.85882648786353e-06	1.61978302984934e-06	BRCA2/CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDK1/CDK4/DLGAP5/DTL/ESPL1/FBXO5/MTBP/RRM2/STIL	15
GO:1901978	BP	GO:1901978	positive regulation of cell cycle checkpoint	7/373	19/18888	0.368421052631579	18.6561309439819	10.9287866332384	4.54816158210868e-08	1.89420593163958e-06	1.65061270814806e-06	AURKB/BIRC5/CDCA8/KNL1/MAD2L1/NDC80/XRCC3	7
GO:0000022	BP	GO:0000022	mitotic spindle elongation	6/373	12/18888	0.5	25.3190348525469	11.9606841425157	4.76276648666097e-08	1.9395043526236e-06	1.69008579187478e-06	AURKB/BIRC5/CDCA8/KIF23/KIF4A/PRC1	6
GO:0090267	BP	GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	6/373	12/18888	0.5	25.3190348525469	11.9606841425157	4.76276648666097e-08	1.9395043526236e-06	1.69008579187478e-06	AURKB/BIRC5/CDCA8/MAD2L1/NDC80/XRCC3	6
GO:1902749	BP	GO:1902749	regulation of cell cycle G2/M phase transition	14/373	116/18888	0.120689655172414	6.11149117130443	7.8378217918179	7.03808775959633e-08	2.83457050977149e-06	2.47004722528806e-06	CENPF/AURKB/BRCA1/CCNB1/CDC25A/CDC7/CDK1/CDK4/CLSPN/DTL/FBXO5/KIF14/ORC1/TICRR	14
GO:1901989	BP	GO:1901989	positive regulation of cell cycle phase transition	14/373	117/18888	0.11965811965812	6.05925620402832	7.79130035628836	7.85338455191388e-08	3.12854938943091e-06	2.72622067854768e-06	CCNB1/CDC20/CDC25A/CDC7/CDCA5/CDK1/CDK4/DLGAP5/DTL/ESPL1/FBXO5/MTBP/RRM2/STIL	14
GO:0000086	BP	GO:0000086	G2/M transition of mitotic cell cycle	15/373	136/18888	0.110294117647059	5.58508121747358	7.61669802675494	8.10463894170114e-08	3.19392491627255e-06	2.7831889699062e-06	CENPF/AURKB/BRCA1/CCNB1/CDC25A/CDC7/CDK1/CDK4/CLSPN/DTL/FBXO5/FOXM1/KIF14/ORC1/TICRR	15
GO:0061982	BP	GO:0061982	meiosis I cell cycle process	15/373	139/18888	0.107913669064748	5.46453989623315	7.49840859356268	1.08485895930673e-07	4.22979583602037e-06	3.68584779679351e-06	BRCA2/CCNB2/CDC20/CDC25A/ESPL1/FBXO5/KNL1/MSH6/NDC80/P3H4/RAD51/RAD51AP1/RAD54L/TOP2A/ZWINT	15
GO:0000281	BP	GO:0000281	mitotic cytokinesis	12/373	88/18888	0.136363636363636	6.90519132342189	7.88080229041274	1.57120913593299e-07	6.06155945599413e-06	5.28204821985673e-06	AURKB/BIRC5/CDCA8/CENPA/CEP55/ECT2/ESPL1/IQGAP3/KIF20A/KIF23/KIF4A/NUSAP1	12
GO:0034501	BP	GO:0034501	protein localization to kinetochore	6/373	15/18888	0.4	20.2552278820375	10.5888274232656	2.45330002837267e-07	9.1748414326386e-06	7.99496486152812e-06	AURKB/CDK1/KNL1/KNTC1/MTBP/SPDL1	6
GO:0044771	BP	GO:0044771	meiotic cell cycle phase transition	6/373	15/18888	0.4	20.2552278820375	10.5888274232656	2.45330002837267e-07	9.1748414326386e-06	7.99496486152812e-06	CCNB2/CDC20/CDC25A/KNL1/NDC80/ZWINT	6
GO:1903083	BP	GO:1903083	protein localization to condensed chromosome	6/373	15/18888	0.4	20.2552278820375	10.5888274232656	2.45330002837267e-07	9.1748414326386e-06	7.99496486152812e-06	AURKB/CDK1/KNL1/KNTC1/MTBP/SPDL1	6
GO:0032465	BP	GO:0032465	regulation of cytokinesis	12/373	93/18888	0.129032258064516	6.53394447807662	7.59327545460969	2.91691186303332e-07	1.07984666444617e-05	9.40979329340041e-06	AURKB/BIRC5/BRCA2/CDCA8/CENPV/E2F7/ECT2/KIF14/KIF20A/KIF23/PDXP/PRC1	12
GO:0051653	BP	GO:0051653	spindle localization	10/373	62/18888	0.161290322580645	8.16743059759578	8.02332458097337	3.44932398290183e-07	1.26417723973352e-05	1.10160515411833e-05	ASPM/CENPA/ESPL1/MAD2L1/NDC80/NUSAP1/PAX6/SAPCD2/SPAG5/SPDL1	10
GO:0032508	BP	GO:0032508	DNA duplex unwinding	11/373	79/18888	0.139240506329114	7.05087046526623	7.64931588960078	4.1794840135e-07	1.51661474351262e-05	1.32157941604575e-05	CDC45/DDX11/GINS2/MCM6/MCM7/RAD51/RFC3/RFC4/RUVBL1/TOP2A/ZGRF1	11
GO:0051382	BP	GO:0051382	kinetochore assembly	6/373	17/18888	0.352941176470588	17.8722598959155	9.87812022959225	5.86648568506695e-07	2.10790882703631e-05	1.8368335983997e-05	CENPF/CENPA/CENPE/CENPH/DLGAP5/KNTC1	6
GO:0051054	BP	GO:0051054	positive regulation of DNA metabolic process	21/373	301/18888	0.0697674418604651	3.53288858407631	6.2873658634974	6.39735900433626e-07	2.27543616178045e-05	1.98281706464906e-05	AURKB/BRCA1/CDC25A/CDC7/CDK1/CDT1/DBF4/DDX11/E2F7/FOXM1/MAD2L2/NEK2/PCNA/PRIM2/PRKDC/RAD51/RAD51AP1/RFC3/RFC4/RIF1/RUVBL1	21
GO:0000725	BP	GO:0000725	recombinational repair	16/373	181/18888	0.0883977900552486	4.47629345459393	6.67002855057838	6.45689934038653e-07	2.27543616178045e-05	1.98281706464906e-05	BRCA1/BRCA2/CDC45/CDC7/GINS2/MAD2L2/MCM6/MCM7/MMS22L/RAD51/RAD51AP1/RAD54L/RIF1/RUVBL1/XRCC3/ZGRF1	16
GO:1901970	BP	GO:1901970	positive regulation of mitotic sister chromatid separation	6/373	18/18888	0.333333333333333	16.8793565683646	9.56659197328002	8.65363063912614e-07	3.0205291707045e-05	2.63209176532418e-05	AURKB/BIRC5/CDC20/CDCA8/DLGAP5/ESPL1	6
GO:0032392	BP	GO:0032392	DNA geometric change	11/373	85/18888	0.129411764705882	6.55316196183567	7.2829994618503	8.87711706518167e-07	3.06930509848027e-05	2.67459515151551e-05	CDC45/DDX11/GINS2/MCM6/MCM7/RAD51/RFC3/RFC4/RUVBL1/TOP2A/ZGRF1	11
GO:0010971	BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	7/373	28/18888	0.25	12.6595174262735	8.76320144501986	9.16773651991673e-07	3.14016395752288e-05	2.73634162335734e-05	CCNB1/CDC25A/CDC7/CDK1/CDK4/DTL/FBXO5	7
GO:0040001	BP	GO:0040001	establishment of mitotic spindle localization	8/373	40/18888	0.2	10.1276139410188	8.20216818040481	9.50014406104723e-07	3.19431449392093e-05	2.78352844821027e-05	CENPA/ESPL1/MAD2L1/NDC80/NUSAP1/PAX6/SAPCD2/SPDL1	8
GO:0071459	BP	GO:0071459	protein localization to chromosome, centromeric region	8/373	40/18888	0.2	10.1276139410188	8.20216818040481	9.50014406104723e-07	3.19431449392093e-05	2.78352844821027e-05	AURKB/BUB1B/CDK1/CENPA/KNL1/KNTC1/MTBP/SPDL1	8
GO:0006302	BP	GO:0006302	double-strand break repair	21/373	312/18888	0.0673076923076923	3.40833161476593	6.08823672497976	1.14454525196885e-06	3.81341668042349e-05	3.32301463585981e-05	BRCA1/BRCA2/CDC45/CDC7/CDCA5/DDX11/ESCO2/FOXM1/GINS2/MAD2L2/MCM6/MCM7/MMS22L/PRKDC/RAD51/RAD51AP1/RAD54L/RIF1/RUVBL1/XRCC3/ZGRF1	21
GO:1905820	BP	GO:1905820	positive regulation of chromosome separation	7/373	29/18888	0.241379310344828	12.2229823426089	8.58463819361151	1.18807833970268e-06	3.92279920271199e-05	3.41833066160068e-05	AURKB/BIRC5/CDC20/CDCA8/DLGAP5/ESPL1/SMC2	7
GO:0051293	BP	GO:0051293	establishment of spindle localization	9/373	57/18888	0.157894736842105	7.99548469027797	7.50745252440062	1.6167933725379e-06	5.29066759852803e-05	4.61029237996239e-05	CENPA/ESPL1/MAD2L1/NDC80/NUSAP1/PAX6/SAPCD2/SPAG5/SPDL1	9
GO:1902751	BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	7/373	31/18888	0.225806451612903	11.4344028366341	8.25251255253939	1.93468274595446e-06	6.27487810966646e-05	5.46793428153315e-05	CCNB1/CDC25A/CDC7/CDK1/CDK4/DTL/FBXO5	7
GO:0051262	BP	GO:0051262	protein tetramerization	11/373	92/18888	0.119565217391304	6.05455181256557	6.89791591550347	1.97710998110995e-06	6.3009635484939e-05	5.49066515577812e-05	MS4A1/PKD2L1/AQP5/B2M/HPRT1/RRM2/RYR1/SHMT1/STK3/TK1/TRPM2	11
GO:0071103	BP	GO:0071103	DNA conformation change	11/373	92/18888	0.119565217391304	6.05455181256557	6.89791591550347	1.97710998110995e-06	6.3009635484939e-05	5.49066515577812e-05	CDC45/DDX11/GINS2/MCM6/MCM7/RAD51/RFC3/RFC4/RUVBL1/TOP2A/ZGRF1	11
GO:0000727	BP	GO:0000727	double-strand break repair via break-induced replication	5/373	12/18888	0.416666666666667	21.0991957104558	9.88526612462136	2.06617293252731e-06	6.52803775664878e-05	5.68853781968045e-05	CDC45/CDC7/GINS2/MCM6/MCM7	5
GO:0000724	BP	GO:0000724	double-strand break repair via homologous recombination	15/373	176/18888	0.0852272727272727	4.31574457713868	6.27265418640574	2.28807236287359e-06	7.16733778626643e-05	6.2456244255137e-05	BRCA1/BRCA2/CDC45/CDC7/GINS2/MAD2L2/MCM6/MCM7/MMS22L/RAD51/RAD51AP1/RAD54L/RIF1/RUVBL1/XRCC3	15
GO:0031570	BP	GO:0031570	DNA integrity checkpoint signaling	13/373	134/18888	0.0970149253731343	4.91264855347925	6.45134594748843	2.58660448349685e-06	8.03381816272537e-05	7.0006761845936e-05	BRCA1/BRCA2/CDC45/CDK1/CDT1/CLSPN/DTL/E2F7/GTSE1/ORC1/PRKDC/RAD51/TICRR	13
GO:0061640	BP	GO:0061640	cytoskeleton-dependent cytokinesis	12/373	117/18888	0.102564102564103	5.19364817488142	6.45825615494342	3.50967545469654e-06	0.000108092105390444	9.41915553255135e-05	AURKB/BIRC5/CDCA8/CENPA/CEP55/ECT2/ESPL1/IQGAP3/KIF20A/KIF23/KIF4A/NUSAP1	12
GO:0006310	BP	GO:0006310	DNA recombination	21/373	339/18888	0.0619469026548673	3.13687157465183	5.63497596970921	4.25686179932908e-06	0.000130011654121176	0.000113292269290916	CD40LG/BRCA1/BRCA2/CDC45/CDC7/GINS2/HSPD1/MAD2L2/MCM6/MCM7/MMS22L/MSH6/PRKDC/RAD51/RAD51AP1/RAD54L/RIF1/RUVBL1/TOP2A/XRCC3/ZGRF1	21
GO:0071415	BP	GO:0071415	cellular response to purine-containing compound	5/373	14/18888	0.357142857142857	18.0850248946764	9.07656884948914	5.05510298849649e-06	0.0001531153095276	0.00013342481485079	SLC8A1/P2RY6/RYR1/TMEM38B/TRPM2	5
GO:0040020	BP	GO:0040020	regulation of meiotic nuclear division	7/373	36/18888	0.194444444444444	9.84629133154602	7.54063327945125	5.64124058008293e-06	0.000169468415786918	0.000147674925970419	CDC20/FBXO43/FBXO5/KNL1/MSX1/RAD51AP1/ZWINT	7
GO:0030174	BP	GO:0030174	regulation of DNA-templated DNA replication initiation	5/373	15/18888	0.333333333333333	16.8793565683646	8.73236958425023	7.4599894813261e-06	0.000222283426415123	0.00019369797249759	CDT1/GMNN/MCM6/MCM7/TICRR	5
GO:0051445	BP	GO:0051445	regulation of meiotic cell cycle	9/373	69/18888	0.130434782608696	6.60496561370789	6.62023299855436	8.26867167163509e-06	0.000244392594165666	0.000212963920642962	ASPM/CDC20/CDC25A/FBXO43/FBXO5/KNL1/MSX1/RAD51AP1/ZWINT	9
GO:0007127	BP	GO:0007127	meiosis I	12/373	131/18888	0.0916030534351145	4.63860180504676	5.9314727170049	1.13455456333831e-05	0.000332651397970792	0.000289872719593131	BRCA2/CCNB2/ESPL1/FBXO5/KNL1/NDC80/P3H4/RAD51/RAD51AP1/RAD54L/TOP2A/ZWINT	12
GO:0051984	BP	GO:0051984	positive regulation of chromosome segregation	6/373	27/18888	0.222222222222222	11.2529043789097	7.56694329498644	1.18714000654842e-05	0.000345306993968252	0.000300900817031572	AURKB/BIRC5/CCNB1/CDCA8/CDK1/SMC2	6
GO:1902969	BP	GO:1902969	mitotic DNA replication	5/373	17/18888	0.294117647058824	14.8935499132629	8.1341893324128	1.48790975978683e-05	0.000429384981859743	0.000374166449332221	BRCA2/CDC45/MCM6/RAD51/TK1	5
GO:0045132	BP	GO:0045132	meiotic chromosome segregation	10/373	93/18888	0.10752688172043	5.44495373173052	6.09904168748651	1.50673475380922e-05	0.00043142053693053	0.000375940233804043	ASPM/CCNB2/ESPL1/FBXO5/KNL1/NDC80/NUF2/P3H4/SMC2/ZWINT	10
GO:0051294	BP	GO:0051294	establishment of spindle orientation	7/373	42/18888	0.166666666666667	8.43967828418231	6.85083101716964	1.64659930195294e-05	0.000467812902454073	0.000407652573000835	CENPA/MAD2L1/NDC80/PAX6/SAPCD2/SPAG5/SPDL1	7
GO:0000082	BP	GO:0000082	G1/S transition of mitotic cell cycle	16/373	234/18888	0.0683760683760684	3.46243211658761	5.37972724453983	1.78653380389454e-05	0.000503665107021036	0.000438894215466884	FAM107A/BCAT1/BID/CDC25A/CDC7/CDK1/CDK4/DBF4/E2F7/GTSE1/IQGAP3/KIF14/MTBP/PRKDC/RRM2/STIL	16
GO:0045740	BP	GO:0045740	positive regulation of DNA replication	7/373	43/18888	0.162790697674419	8.24340669617807	6.74921207787631	1.93369492251599e-05	0.000537632643640236	0.00046849355663229	CDC25A/CDC7/CDK1/CDT1/DBF4/E2F7/PCNA	7
GO:0044843	BP	GO:0044843	cell cycle G1/S phase transition	17/373	262/18888	0.0648854961832061	3.28567627857479	5.28785594472754	1.93635767968652e-05	0.000537632643640236	0.00046849355663229	FAM107A/BCAT1/BID/CDC25A/CDC7/CDK1/CDK4/DBF4/E2F7/GTSE1/IQGAP3/KIF14/MLF1/MTBP/PRKDC/RRM2/STIL	17
GO:0051302	BP	GO:0051302	regulation of cell division	14/373	186/18888	0.0752688172043011	3.81146761221136	5.46914677308448	2.06058351089429e-05	0.000567822448678765	0.000494800979189021	ASPM/AURKB/BIRC5/BRCA2/CDCA8/CENPV/E2F7/ECT2/KIF14/KIF20A/KIF23/PAX6/PDXP/PRC1	14
GO:0051289	BP	GO:0051289	protein homotetramerization	8/373	60/18888	0.133333333333333	6.75174262734584	6.33354736477849	2.24073357853552e-05	0.000612857355621841	0.000534044436549628	PKD2L1/AQP5/B2M/HPRT1/RYR1/SHMT1/TK1/TRPM2	8
GO:0042770	BP	GO:0042770	signal transduction in response to DNA damage	14/373	188/18888	0.074468085106383	3.77092008442188	5.41946192924765	2.32256896145344e-05	0.000630534462498285	0.00054944828296684	BID/BRCA1/BRCA2/CDK1/CLSPN/DTL/E2F7/FOXM1/GTSE1/MAD2L2/MSX1/PRKDC/RAD51/TICRR	14
GO:2000241	BP	GO:2000241	regulation of reproductive process	15/373	214/18888	0.0700934579439252	3.54939740923555	5.3235311231535	2.43946159964941e-05	0.000657399026670226	0.000572858087719528	HPGDS/PTGDS/ASPM/CDC20/CDC25A/FANCA/FBXO43/FBXO5/KNL1/LHFPL2/MSX1/RAD51AP1/STK3/TACR1/ZWINT	15
GO:0000212	BP	GO:0000212	meiotic spindle organization	5/373	19/18888	0.263157894736842	13.32580781713	7.62942482376806	2.70637189274846e-05	0.000724003867658621	0.000630897604502407	ASPM/CCNB2/ESPL1/FBXO5/NDC80	5
GO:0031055	BP	GO:0031055	chromatin remodeling at centromere	4/373	10/18888	0.4	20.2552278820375	8.64459636197678	2.86054763202647e-05	0.000754237918804103	0.000657243583155496	HJURP/CENPA/CENPN/OIP5	4
GO:0034080	BP	GO:0034080	CENP-A containing chromatin assembly	4/373	10/18888	0.4	20.2552278820375	8.64459636197678	2.86054763202647e-05	0.000754237918804103	0.000657243583155496	HJURP/CENPA/CENPN/OIP5	4
