"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051216","cartilage development","43/2074","209/18888",0.205741626794258,1.873697129648,4.46074693324269,3.50096203164792e-05,0.00158782093373817,0.00132299512564379,"COL1A1/ECM1/LOXL2/EPYC/COL11A1/DLX2/SULF1/NFIA/COL3A1/BMP8A/TGFBI/PTHLH/MMP13/EXT1/PITX1/RUNX2/RUNX1/CBS/MATN3/BARX2/TYMS/HES5/MSX2/CTSK/RSPO2/CHST11/SCIN/SIX2/WNT11/TIMP1/RFLNB/COL6A1/SLC26A2/PTH1R/SMPD3/NKX3-2/LEP/WNT7A/MSX1/COL2A1/SLC39A14/WNT10B/IHH",43
"BP","GO:0007584","response to nutrient","36/2074","164/18888",0.219512195121951,1.999106239857,4.51320046048301,3.57287471900371e-05,0.00160368838444022,0.00133621611265131,"SPP1/COL1A1/KAT2B/STC2/STAT1/CYP27B1/CYP26A1/CBS/TYMS/BRIP1/ALAD/CXCL10/HMGCS2/PIM1/AQP3/SLC16A1/ACACB/SLC6A4/UCP3/PLD1/NCOA1/FOLR1/CYP24A1/SST/LEP/KL/KANK2/ALDH1A2/LPL/TNFRSF11B/TPCN2/KYNU/PPARG/CDKN2B/AKR1C3/GATA4",36
"BP","GO:0048511","rhythmic process","56/2074","297/18888",0.188552188552189,1.71715223595648,4.37510570898349,3.63908313981388e-05,0.00160368838444022,0.00133621611265131,"CBX3/DTL/TOP2A/SP1/KAT2B/CDK1/PRKDC/CSF2/PTGDS/RORC/DRD4/PER1/PCNA/PER2/SLC26A6/NPAS2/TNFAIP6/TYMS/TYRO3/CIPC/RORA/HLF/NKX2-1/KCND2/BHLHE40/SLC6A4/NOCT/NOS2/COL6A1/GPR157/ZP3/SLIT3/CLDN4/EGR1/KLF9/NTRK2/NUDT12/NCOA1/LEP/HTR7/C3orf70/FSHR/NR0B2/HAS2/NLGN1/HES7/LHCGR/GAS2/CHRNB2/USP2/ROBO2/PPARG/PPARGC1A/RPE65/GPR149/EREG",56
"BP","GO:0030282","bone mineralization","30/2074","127/18888",0.236220472440945,2.15126918199834,4.57194600502787,3.68490195771585e-05,0.00160368838444022,0.00133621611265131,"ECM1/COL1A2/PTHLH/MMP13/CLEC3B/RUNX2/SNX10/CYP27B1/ISG15/BCOR/FBN2/SLC24A3/ACVR1/MINPP1/RSPO2/TMEM38B/ASPN/WNT11/RFLNB/COL6A1/PTH1R/SMPD3/LEP/KL/GPC3/SLC8A1/WNT10B/NOTUM/ALOX15/LTF",30
"BP","GO:0042471","ear morphogenesis","30/2074","127/18888",0.236220472440945,2.15126918199834,4.57194600502787,3.68490195771585e-05,0.00160368838444022,0.00133621611265131,"CTHRC1/SIX1/GRHL3/COL11A1/SIX4/DLX6/FZD2/ANKRD24/FGF10/TMIE/DLX5/OTX1/SIX2/GSC/KCNQ4/MYO6/MYO7A/PLS1/TBX1/NTN1/SLC44A4/TBX3/NKX3-2/MSX1/FOXG1/ZIC1/COL2A1/TBX18/MYO3A/DCANP1",30
"BP","GO:0042391","regulation of membrane potential","77/2074","446/18888",0.172645739910314,1.57229157927966,4.29567207800742,3.71460330392456e-05,0.00160368838444022,0.00133621611265131,"GPD1L/EHD3/TREM2/BID/CHRNA1/GNA14/FXYD1/HTR3B/GRIN2D/USP53/KCNA5/LRRK2/MAPT/DRD4/ATP1A2/FHL1/SLC4A4/MLLT11/SCN5A/IFI6/CALM1/CASQ2/NUP155/NETO1/SCN8A/KCNMB3/MYOC/NRCAM/UNC13B/KCND2/GABRR1/RGS7BP/KCNMB2/P2RX3/CFTR/SLC6A4/CACNB2/PYCR1/ANK2/GRIA3/ATP1B1/COL6A1/GRIA2/CHRM1/CHRNA6/TACR1/NTRK2/SCN2B/GJC1/ABAT/PID1/DRD1/SCN2A/KCNMA1/NLGN3/RELN/WNT7A/BCO2/RYR2/KCNK7/GRIK3/AKAP6/RIMS1/CBLN1/KCNH1/KCNQ5/NLGN1/CNGB1/KCNK15/SLC8A1/KCNE2/CUX2/CHRNB2/NLGN4X/DMD/TBX18/GABRG3",77
"BP","GO:0042063","gliogenesis","63/2074","346/18888",0.182080924855491,1.65821818161549,4.33990257291995,3.71921668671002e-05,0.00160368838444022,0.00133621611265131,"TREM2/ASPA/DLX1/DLX2/NFIA/COL3A1/IL34/CDK1/ZNF365/MAPT/VCAN/ROR1/CDK6/LEPR/MAL/ERBB3/SOX11/VAX1/CLCN2/ITGB4/HES5/TIAM1/FGF10/PLAG1/DAAM2/SPINT1/FGF5/LAMB1/MYOC/NKX2-1/ETV5/S100A9/MXRA8/COL6A1/GPR157/CHRM1/ADGRG6/IL6ST/PTPRZ1/NTRK2/IL33/NKX6-1/EMX1/ZEB2/NTN1/DRD1/S100A8/RELN/LGI4/IL1B/FA2H/SH3TC2/CX3CR1/FOXG1/CYSLTR1/TPPP/KLF15/NKX2-2/C5AR1/CDKN2B/SOX1/IFNG/SOX10",63
"BP","GO:0045616","regulation of keratinocyte differentiation","14/2074","39/18888",0.358974358974359,3.26919367999407,4.98207265017412,3.72634512666741e-05,0.00160368838444022,0.00133621611265131,"CYP27B1/ETV4/ZFP36/MSX2/AQP3/FOXC1/GRHL1/TP63/IL20/ZBED2/ALOX15B/KRT36/REG3G/HOXA7",14
"BP","GO:0060560","developmental growth involved in morphogenesis","48/2074","243/18888",0.197530864197531,1.79892139004964,4.40226656756605,3.82662909687995e-05,0.00163491341704378,0.00136223325668488,"SPP1/SIX1/KIF26B/SIX4/PLXNA1/LIMK1/HOXD13/CPNE6/EXT1/MAPT/CRABP2/TIAM1/RTN4R/FGF10/LHX2/COBL/NRCAM/RASAL1/SPRY1/DCLK1/WNT11/ALCAM/SLIT3/ST8SIA2/KIAA0319/NKX6-1/ITSN2/EMX1/FN1/SEMA3C/NTN1/NLGN3/BARHL2/SYT1/CTTN/SEMA3E/EDN3/S100B/RIMS1/SALL1/CACNG7/PLXNA4/OLFM1/SEMA3D/SEMA6D/FSTL4/DCC/FLRT3",48
"BP","GO:0051592","response to calcium ion","33/2074","146/18888",0.226027397260274,2.05844044332307,4.50905187550215,4.01527393244823e-05,0.00170316943206581,0.00141910514522801,"ECT2/ANXA11/SLC6A1/CPNE6/RYR1/SCN5A/CALM1/CASQ2/ITPR3/SLC25A23/SYT15/ITPKC/CPNE8/KCNMB3/AQP3/CHP2/RASAL1/KCNMB1/KCNMB2/TRPM2/SYT12/FOS/FOSB/KCNMA1/SYT1/RYR2/ITPKA/KCNH1/NLGN1/SYT5/AKR1C3/ACER1/ALOX15",33
"BP","GO:0048546","digestive tract morphogenesis","16/2074","49/18888",0.326530612244898,2.97372719579635,4.85854899747405,4.08129220992912e-05,0.00171880706212443,0.0014321346423864,"HOXD13/STRA6/SFRP5/SOX11/GLI1/FGF10/TCF21/SIX2/TP63/WNT11/SOX17/GLI2/AGR2/IHH/SOX10/GATA4",16
"BP","GO:0060993","kidney morphogenesis","25/2074","98/18888",0.255102040816327,2.3232243717159,4.61246924878255,4.14225747112208e-05,0.00173210993260537,0.00144321878445142,"SIX1/KIF26B/HOXD11/SIX4/CITED1/STAT1/LRRK2/CTNNBIP1/HOXB7/ASXL1/WNK4/HES5/FGF10/TCF21/BASP1/TACSTD2/SIX2/WNT11/GCNT3/WT1/PBX1/SALL1/GPC3/GCNT4/IRX1",25
"BP","GO:0021953","central nervous system neuron differentiation","38/2074","178/18888",0.213483146067416,1.94419945174607,4.44515793550743,4.2158278315418e-05,0.00175045921794158,0.00145850767159419,"PLXNA1/DLX1/DLX2/HOXC10/LHX5/HPRT1/MAPT/HOXD10/HES5/RORA/CLN8/SPOCK1/NKX2-1/DCLK1/GLI2/NTRK2/NKX6-1/EMX1/BTG2/DRD1/EPHB1/TBX20/RAC3/LEP/WNT7A/SEMA3E/CBLN1/FOXG1/FAIM2/NDNF/PLXNA4/POU4F1/DMRT3/CHRNB2/NKX2-2/SOX1/MNX1/DCC",38
"BP","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","11/2074","26/18888",0.423076923076923,3.85297826570729,5.11259759670925,4.37372114232065e-05,0.00180331887098759,0.00150255109099819,"ATP1A2/CALM1/CASQ2/TMEM38B/ANK2/HRC/ATP1B1/RYR2/SLC8A1/DMD/TNNI3",11
"BP","GO:0090231","regulation of spindle checkpoint","10/2074","22/18888",0.454545454545455,4.13956342596651,5.17476975516773,4.63255053747433e-05,0.00189677208117699,0.00158041764315736,"CDCA8/AURKB/BIRC5/KNL1/ZWINT/NDC80/DUSP1/MAD2L1/XRCC3/CCNB1",10
"BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","53/2074","279/18888",0.189964157706093,1.73001109486629,4.31439981851911,4.72536181892574e-05,0.00192142988168181,0.00160096287542116,"IL1RN/ATP2C1/TENM2/CEACAM1/FAT1/CADM2/PCDH1/CELSR3/ACVR1/ESAM/SDK1/CLDN17/AMIGO2/CLDN7/CDH8/CLDN20/ALCAM/NEXN/CADM3/PCDHGC5/CDH17/CDH15/CLDN4/CDH13/CLDN5/MPZL2/DSC1/CLDN16/DSG3/IGSF9/CDHR5/PCDHB10/PCDH8/CEACAM19/PCDHGB1/PCDHB8/CBLN1/LRFN5/NLGN1/CEACAM8/SLITRK2/CLDN6/CLDN1/SDK2/CDH18/ROBO2/CLDN22/PCDH19/CLDN18/CLDN11/CLDN10/FLRT3/PCDH20",53
"BP","GO:0015718","monocarboxylic acid transport","38/2074","179/18888",0.212290502793296,1.93333800229497,4.40646699752976,4.79465855627959e-05,0.00193322780775072,0.00161079307626448,"SLC5A12/SLC16A6/DRD4/CEACAM1/CRABP2/RBP1/SLC26A6/TSPO2/SLCO1A2/SLC2A1/NMB/SLCO2A1/SLC10A5/SLC16A1/MPC1/ACACB/RBP7/NOS2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/SLC16A9/PMP2/LEP/IL1B/SLCO1B1/NR0B2/PLA2G5/PLA2G1B/LHCGR/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1",38
"BP","GO:0072330","monocarboxylic acid biosynthetic process","45/2074","225/18888",0.2,1.82140790742527,4.35321137199022,4.81995399829301e-05,0.00193322780775072,0.00161079307626448,"MGLL/KAT2B/ACSM1/PDK4/ACADVL/FADS1/ALOX12/BRCA1/ACLY/PTGDS/SCP2/CEACAM1/RBP1/PER2/HACD3/RGN/CYP2E1/ACOX2/ELOVL6/SDS/FGF19/CYP2C8/FADS3/GATM/ACACB/CYP2C9/IDO1/ACSM3/ACADL/IL1B/ALOX15B/FA2H/DHRS9/ALDH1A2/LPL/PLA2G1B/ELOVL4/ALOXE3/PTGS1/PTGIS/HPGDS/AKR1C4/AKR1C3/ALOX15/GSTM1",45
"BP","GO:0098773","skin epidermis development","30/2074","129/18888",0.232558139534884,2.11791617142473,4.47455238284203,5.03977480365842e-05,0.00200773731367365,0.00167287546292133,"GRHL3/SPINK5/HOXC13/FST/TGM3/FLG/ALOX12/EXT1/STMN1/LGR5/FGF10/LHX2/MSX2/GRHL1/TP63/FOXE1/COL6A1/CLDN4/GLI2/HPSE/KRT17/FA2H/TMPRSS11F/FERMT1/DKK4/ALOXE3/CLDN1/ALX4/WNT10B/SOSTDC1",30
"BP","GO:0070830","bicellular tight junction assembly","20/2074","71/18888",0.28169014084507,2.56536324989474,4.64108433470872,5.27554689601988e-05,0.00208755869120357,0.00173938377702047,"AFDN/ECT2/OCLN/ESAM/CLDN17/CLDN7/CLDN20/MARVELD3/WNT11/CLDN4/CLDN5/CLDN16/FRMPD2/CLDN6/CLDN1/POF1B/CLDN22/CLDN18/CLDN11/CLDN10",20
"BP","GO:0015711","organic anion transport","77/2074","451/18888",0.170731707317073,1.55486040877767,4.18868040640191,5.45854304321767e-05,0.00214557131885409,0.00178772072861031,"SLC46A2/SLC5A12/SLC16A6/SLC6A1/LRRC8D/DRD4/ATP1A2/SLC4A4/CEACAM1/SLC19A1/CRABP2/RBP1/PER2/SLC26A6/TSPO2/SLC25A23/SLCO1A2/SLC1A4/SLC39A6/SLC2A1/NMB/SLCO2A1/CLN8/SLC10A5/SLC6A2/SLC7A11/GLTP/SLC22A4/SLC16A1/SLC2A6/MPC1/GIPC1/ACACB/CFTR/SLC6A4/SLC11A1/SLC43A2/SLC7A4/RBP7/NOS2/SLC2A4/SLC39A10/SLC6A15/SLC26A2/SLC39A4/SLC13A5/NTRK2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/FOLR1/SLC6A16/ABAT/SLC44A4/SLC16A9/SLC7A8/PMP2/ABCC1/LEP/IL1B/SLC17A9/SLC38A5/SLCO1B1/NR0B2/PLA2G5/SLC25A41/PLA2G1B/LHCGR/SLC39A14/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1",77
"BP","GO:1902751","positive regulation of cell cycle G2/M phase transition","12/2074","31/18888",0.387096774193548,3.52530562727471,4.94206937438064,5.66618342074679e-05,0.00221243824163729,0.00184343520562044,"DTL/CDK1/VPS4B/CDK4/RAB11A/FBXO5/CDC7/CDC25A/CCNB1/PBX1/DYRK3/WNT10B",12
"BP","GO:1904062","regulation of monoatomic cation transmembrane transport","57/2074","309/18888",0.184466019417476,1.67993933209126,4.23241827845458,5.89325406946954e-05,0.00228596223642055,0.00190469645029185,"GPD1L/CHP1/TREM2/STK39/PCSK9/FXYD1/GRIN2D/KCNAB1/KCNIP4/DRD4/ATP1A2/FHL1/SCN5A/OXSR1/PRNP/CALM1/CASQ2/AHNAK/CXCL11/FGF14/WNK4/ADCYAP1R1/NETO1/CXCL10/TMEM38B/CHP2/KCNMB1/P2RX3/CACNB2/LRRC26/ANK2/HRC/ATP1B1/SESTD1/P2RY6/SCN2B/XCL1/DRD1/JPH2/ATP4A/CASQ1/RGS7/RYR2/EDN3/AKAP6/MMP9/LRRC38/UTRN/PLA2G1B/SLC8A1/KCNE2/FXYD3/LHCGR/NPSR1/DMD/IFNG/MS4A1",57
"BP","GO:0042472","inner ear morphogenesis","26/2074","106/18888",0.245283018867925,2.23380215061589,4.47381356593267,6.04763491647684e-05,0.00233051342925147,0.00194181714174045,"CTHRC1/SIX1/GRHL3/COL11A1/SIX4/DLX6/FZD2/ANKRD24/FGF10/TMIE/DLX5/OTX1/KCNQ4/MYO6/MYO7A/PLS1/TBX1/NTN1/SLC44A4/TBX3/FOXG1/ZIC1/COL2A1/TBX18/MYO3A/DCANP1",26
"BP","GO:0030258","lipid modification","40/2074","194/18888",0.206185567010309,1.8777401107477,4.31584695333604,6.13694041830407e-05,0.00234957147443641,0.0019576965777324,"ACSM1/HADHB/PLA2G7/ACADM/PDK4/ACADVL/SLC35C1/ALOX12/EPHX2/ECHDC2/SCP2/ST3GAL4/CYP2E1/ACOX2/CYP2C8/SESN2/RNF213/IRS1/MTMR10/BDH2/ACACB/APOD/PLPP2/ACOXL/DGKB/ACADL/LEP/ALOX15B/FA2H/ABO/CRAT/NR4A3/ALOXE3/PLPPR1/ADH7/PLIN5/B4GALNT2/FMO1/PPARGC1A/ALOX15",40
"BP","GO:0015849","organic acid transport","64/2074","359/18888",0.178272980501393,1.62353908182753,4.18924015205736,6.24303631824773e-05,0.0023747704601541,0.00197869273326059,"SLC5A12/SLC16A6/SLC6A1/LRRC8D/DRD4/ATP1A2/CEACAM1/SLC19A1/CRABP2/RBP1/PER2/SLC26A6/TSPO2/SLCO1A2/SLC1A4/SLC2A1/NMB/SLCO2A1/CLN8/SLC10A5/SLC6A2/SLC7A11/SLC22A4/SLC16A1/MPC1/GIPC1/ACACB/SLC6A4/SLC11A1/SLC43A2/SLC7A4/RBP7/NOS2/SLC6A15/SLC26A2/SLC13A5/NTRK2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/FOLR1/SLC6A16/ABAT/SLC16A9/SLC7A8/PMP2/ABCC1/LEP/IL1B/SLC38A5/SLCO1B1/NR0B2/PLA2G5/SLC29A4/PLA2G1B/LHCGR/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1",64
"BP","GO:0006813","potassium ion transport","47/2074","241/18888",0.195020746887967,1.77606165246862,4.25844070732427,6.37290192302154e-05,0.00240863011141891,0.00200690507926731,"CHP1/TREM2/STK39/VPS4B/FXYD1/KCNA5/KCNAB1/KCNIP4/ATP1A2/FHL1/SLC24A2/OXSR1/PRNP/CASQ2/SLC9A7/WNK4/SLC24A3/NETO1/KCNS3/TMEM38B/KCNMB3/SLC9A9/SLC12A8/KCND2/KCNMB1/KCNMB2/ATP4B/PKD2L1/LRRC26/ANK2/ATP1B1/KCNQ4/KCNG3/KCNA7/DRD1/KCNMA1/ATP4A/RGS7/KCNK7/EDN3/AKAP6/LRRC38/KCNH1/KCNQ5/KCNK15/KCNE2/FXYD3",47
"BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","44/2074","221/18888",0.199095022624434,1.81316624268578,4.27059668924697,6.502536941076e-05,0.00244197183468688,0.00203468588025489,"GPD1L/CHP1/TREM2/STK39/PCSK9/FXYD1/KCNAB1/DRD4/ATP1A2/FHL1/OXSR1/PRNP/CALM1/CASQ2/CACNG4/AHNAK/FGF14/CNIH3/NETO1/CHP2/CFTR/CACNB2/LRRC26/ANK2/HRC/ATP1B1/P2RY6/SCN2B/JPH2/NLGN3/RELN/CASQ1/RYR2/AKAP6/MMP9/LRRC38/NLGN1/UTRN/CACNG7/KCNE2/FXYD3/PRRT1/DMD/IFNG",44
"BP","GO:0007416","synapse assembly","42/2074","208/18888",0.201923076923077,1.83892144499666,4.27282270182198,6.74580596049468e-05,0.00251729569259979,0.00209744679664415,"SIX1/SIX4/AGRN/DBNL/THBS2/NEGR1/SYNDIG1/LRFN1/CNTN5/NRCAM/SDK1/AMIGO2/MUSK/ARHGEF9/ADGRB3/ST8SIA2/NTRK2/NTN1/SLITRK5/DRD1/EPHB1/NLGN3/WNT7A/ICAM5/PCDHB10/CBLN1/LRRTM1/LRFN5/FLRT2/NLGN1/POU4F1/CUX2/SLITRK2/CHRNB2/NLGN4X/SDK2/ROBO2/ADD2/GABRG3/CBLN2/NRXN2/FLRT3",42
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","40/2074","195/18888",0.205128205128205,1.86811067428232,4.27960063882507,6.91614788520186e-05,0.00256462942963209,0.00213688594374294,"GTSE1/DTL/TRIP13/CENPF/BUB1B/CDCA8/AURKB/FAM107A/CDC20/KNTC1/CDK1/BIRC5/SPC25/PRKDC/NUF2/CLSPN/BRCA1/SPDL1/E2F7/MAD2L2/TOPBP1/KNL1/FHL1/ZWINT/BUB1/NDC80/DUSP1/MUC1/FBXO5/MAD2L1/CHEK2/FOXO4/XRCC3/ORC1/ACVR1/TICRR/GPNMB/CCNB1/KANK2/CDKN2B",40
"BP","GO:0035987","endodermal cell differentiation","16/2074","51/18888",0.313725490196078,2.85711044302002,4.66409401465703,7.06600580671398e-05,0.00259458095547715,0.00216184198371989,"COL5A2/COL11A1/COL5A1/LAMB3/COL7A1/COL8A1/COL12A1/ITGAV/ITGA7/LAMB1/SOX17/COL6A1/MMP8/FN1/NR0B1/MMP9",16
"BP","GO:0061458","reproductive system development","57/2074","311/18888",0.183279742765273,1.66913586371769,4.1788526327968,7.08493103513944e-05,0.00259458095547715,0.00216184198371989,"SIX4/SULF1/HOXD13/FST/STRA6/ASPM/KIF18A/FANCA/NUDT1/GLI1/TNFAIP6/TYRO3/BRIP1/FGF10/PLAG1/AR/FOXL2/TCF21/CITED2/BASP1/BRCA2/HOXB13/NKX2-1/FOXC1/TP63/MYOCD/COL6A1/NASP/PLEKHA5/ZP3/SLIT3/TNFSF10/NCOA1/VGF/DMRT1/TBX3/WT1/LEP/WNT7A/ALOX15B/FSHR/NR0B1/SALL1/LHX9/KIT/ANG/GFRA1/LHCGR/GAS2/RBP4/ROBO2/AKR1C3/GPR149/GATA4/EREG/SRY/DCANP1",57
"BP","GO:0034440","lipid oxidation","27/2074","113/18888",0.238938053097345,2.17601829648151,4.40365890210607,7.1682751951663e-05,0.00260889818214201,0.00217377130187402,"ACSM1/HADHB/PLA2G7/ACADM/PDK4/ACADVL/ALOX12/ECHDC2/SCP2/ACOX2/SESN2/IRS1/BDH2/ACACB/APOD/ACOXL/ACADL/LEP/ALOX15B/CRAT/NR4A3/ALOXE3/ADH7/PLIN5/FMO1/PPARGC1A/ALOX15",27
"BP","GO:1901987","regulation of cell cycle phase transition","77/2074","455/18888",0.169230769230769,1.54119130628292,4.10401408766343,7.36678393075906e-05,0.00266469681323653,0.0022202635198484,"KIF14/GTSE1/CDCA5/DTL/TMOD3/TRIP13/CENPF/BID/BUB1B/CDCA8/AURKB/DLGAP5/FAM107A/CDC45/CDC20/KNTC1/STIL/CDK1/MTBP/VPS4B/BIRC5/SPC25/CDK4/PRKDC/NUF2/RAB11A/CLSPN/BRCA1/KCNA5/CENPE/SPDL1/E2F7/MAD2L2/TOPBP1/RAD51/ESPL1/KNL1/FHL1/ZWINT/CDK6/BUB1/NDC80/DUSP1/MLF1/MUC1/GLI1/FBXO5/MAD2L1/BRIP1/CHEK2/FGF10/FOXO4/CDC7/CUL3/XRCC3/ORC1/CDT1/CCNE2/ACVR1/TICRR/BRCA2/GPNMB/MAP3K20/CDC25A/CCNB1/CRNN/RRM2/DBF4/PBX1/DYRK3/KANK2/OVOL1/TFAP4/TM4SF5/WNT10B/CDKN2B/CDKN2A",77
"BP","GO:0022898","regulation of transmembrane transporter activity","45/2074","229/18888",0.196506550218341,1.78959292214273,4.22208672833956,7.48672455981001e-05,0.00269156878077072,0.0022426536277685,"GPD1L/CHP1/TREM2/STK39/PCSK9/FXYD1/KCNAB1/DRD4/ATP1A2/FHL1/OXSR1/PRNP/CALM1/CASQ2/CACNG4/AHNAK/FGF14/CNIH3/NETO1/PIM1/CHP2/CFTR/CACNB2/LRRC26/ANK2/HRC/ATP1B1/P2RY6/SCN2B/JPH2/NLGN3/RELN/CASQ1/RYR2/AKAP6/MMP9/LRRC38/NLGN1/UTRN/CACNG7/KCNE2/FXYD3/PRRT1/DMD/IFNG",45
"BP","GO:0016042","lipid catabolic process","61/2074","340/18888",0.179411764705882,1.63391003460208,4.14256075125802,7.61100020819881e-05,0.00271966407439637,0.0022660630284953,"SPP1/MGLL/LPIN1/HPGD/GDPD3/ENDOU/PLCXD3/HADHB/PLA2G7/ACADM/ACADVL/ECHDC2/SCP2/CYP27B1/ABHD5/CYP26A1/PNPLA3/MGST2/MCEE/ACOX2/CIDEA/LIPH/SESN2/SCARB1/NAAA/IRS1/PNPLA1/BDH2/GLA/ACACB/PPT1/SULT2A1/PLCD4/PLD1/PLA2G2A/ACOXL/SMPD3/PLBD1/CYP24A1/ACADL/DAGLA/LEP/IL1B/BCO2/CLPS/PLA2G5/PLIN1/LPL/CRAT/PLA2G1B/HSD11B1/SULT1E1/PLIN5/PLA2G4E/LIPM/NEU2/GLYATL2/AKR1C3/ACER1/ENPP6/PLCH1",61
"BP","GO:1904064","positive regulation of cation transmembrane transport","31/2074","138/18888",0.22463768115942,2.04578424384722,4.33043322428932,7.66825942459219e-05,0.00272361792574672,0.00226935743402484,"CHP1/TREM2/FXYD1/DRD4/CALM1/CXCL11/ADCYAP1R1/CXCL10/CHP2/KCNMB1/P2RX3/CACNB2/LRRC26/ANK2/ATP1B1/P2RY6/XCL1/DRD1/JPH2/CASQ1/RGS7/RYR2/EDN3/AKAP6/LRRC38/PLA2G1B/LHCGR/NPSR1/DMD/IFNG/MS4A1",31
"BP","GO:0007519","skeletal muscle tissue development","36/2074","170/18888",0.211764705882353,1.92854954903852,4.27120255141276,7.89779029041914e-05,0.0027883456019348,0.0023232894601567,"SIX1/ELN/SIX4/CHRNA1/RYR1/PITX1/HOXD10/BARX2/SOX11/VAX1/NLN/HLF/FOXL2/MYOZ1/TCF21/CITED2/MYOM1/CAV2/MYOCD/CFL2/FOS/COL6A1/EGR1/BTG2/TBX1/KLHL41/EPHB1/CASQ1/RBM24/ACTA1/WNT10B/DMD/B4GALNT2/DMRTA2/MEGF10/MEOX2",36
"BP","GO:0021700","developmental maturation","61/2074","341/18888",0.178885630498534,1.62911850957392,4.11740095675224,8.29675238723286e-05,0.00291176500447172,0.00242612427263257,"KIF14/TRIP13/SPINK5/NFIA/CDC20/AGRN/RYR1/EXT1/LRRK2/RUNX2/CABYR/NEMP1/SNX10/FLVCR1/ATP6V1D/IQCF1/SLC26A6/FBXO5/TYMS/HES5/MSX2/CNTNAP2/MYOC/NRCAM/BRCA2/UNC13B/HOXB13/DIAPH3/CFTR/CHRDL1/RFLNB/CCL19/ADGRB3/ATP6V0A4/RECK/NKX6-1/PTH1R/TDRD5/RELN/LGI4/RAC3/BNC1/NTN4/RND1/LEP/FERMT1/ALDH1A2/CX3CR1/SEZ6L2/ANG/GHRHR/NLGN1/CNGB1/WNT10B/ZDHHC15/IHH/PPARG/SOX10/LTF/EREG/NEFL",61
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","35/2074","164/18888",0.213414634146341,1.94357551097208,4.26235495359254,8.36306284271303e-05,0.00291766973494888,0.00243104417857002,"TPX2/KIF23/KIF4A/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/CENPA/CDC20/STIL/CDK1/TACC3/VPS4B/BIRC5/SPC25/PRC1/NUF2/RAB11A/CENPE/SPDL1/KIFC1/STMN1/ESPL1/NDC80/MAD2L1/SAPCD2/CHEK2/KIF11/FGF10/PSRC1/CENPH/SPRY1/NUSAP1/CCNB1",35
"BP","GO:0006939","smooth muscle contraction","26/2074","108/18888",0.240740740740741,2.192435444123,4.36464880924964,8.46516654892545e-05,0.00293591893955673,0.00244624967701765,"SULF1/SCNN1B/ATP1A2/P2RX3/SMTN/MYOCD/MYH11/MYLK/TACR1/ADORA2B/ABAT/TACR2/DRD1/KCNMA1/TBX3/HTR7/HTR1D/CTTN/CHRM2/EDN3/KIT/TPCN2/SLC8A1/CHRNB2/TNNI3/DCANP1",26
"BP","GO:0007051","spindle organization","40/2074","197/18888",0.203045685279188,1.84914508368047,4.20774185975222,8.74990632753937e-05,0.00301692676650129,0.00251374655774861,"TPX2/KIF23/KNSTRN/KIF4A/SPAG5/MYBL2/NEK2/CDCA8/AURKB/DLGAP5/CDC20/STIL/TACC3/VPS4B/CCNB2/BIRC5/SPC25/PRC1/NUF2/RAB11A/ASPM/CENPE/KIFC1/STMN1/ESPL1/NDC80/FBXO5/CHEK2/CEP72/KIF11/SAC3D1/RGS14/PSRC1/HAUS8/CCDC69/CENPH/SPATA17/CCNB1/STARD9/TPPP",40
"BP","GO:0006270","DNA replication initiation","13/2074","37/18888",0.351351351351351,3.19977064817952,4.70393609325264,9.09785045220594e-05,0.00308173973144983,0.00256774964769628,"MCM7/CDC45/GMNN/MCM4/PRIM2/MCM6/TOPBP1/ORC1/PRIM1/CDT1/CCNE2/TICRR/MCM10",13
"BP","GO:0055001","muscle cell development","41/2074","204/18888",0.200980392156863,1.8303363775597,4.18778680428601,9.12546223227138e-05,0.00308173973144983,0.00256774964769628,"SIX1/TMOD3/SORBS2/SIX4/CDK1/RYR1/LDB3/PGM5/MEIS1/UCHL1/CSRP1/MYOZ1/NEBL/LMOD1/MYOM1/CAV2/PI16/NEB/MYH11/CFL2/ANK2/COL6A1/MYL9/PDGFRB/FLNC/KLHL41/TBX3/CASQ1/ACTL8/AKAP6/SLC8A1/MYL2/ACTA1/WNT10B/MYOM3/DMD/MYBPC2/KRT8/MEGF10/TBX18/GATA4",41
