#ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0030326	embryonic limb morphogenesis	30/2074	122/18888	0.245901639	2.239435952	4.823568978	1.61E-05	0.000834864	0.000695621	HOXD13/HOXC10/DLX6/PITX1/EN1/RUNX2/FLVCR1/CRABP2/HOXD10/HOXC11/GNA12/FBN2/MSX2/RSPO2/CHST11/DLX5/TP63/MAP3K20/RECK/ECE1/TBX3/PBX1/WNT7A/MSX1/ALDH1A2/SALL1/GPC3/ALX4/ALX3/IHH	30
BP	GO:0035113	embryonic appendage morphogenesis	30/2074	122/18888	0.245901639	2.239435952	4.823568978	1.61E-05	0.000834864	0.000695621	HOXD13/HOXC10/DLX6/PITX1/EN1/RUNX2/FLVCR1/CRABP2/HOXD10/HOXC11/GNA12/FBN2/MSX2/RSPO2/CHST11/DLX5/TP63/MAP3K20/RECK/ECE1/TBX3/PBX1/WNT7A/MSX1/ALDH1A2/SALL1/GPC3/ALX4/ALX3/IHH	30
BP	GO:0034508	centromere complex assembly	12/2074	28/18888	0.428571429	3.903016944	5.398934851	1.67E-05	0.000858008	0.000714905	CENPF/HJURP/DLGAP5/CENPA/KNTC1/CENPN/CENPE/OIP5/CENPH/CENPK/NASP/CENPV	12
BP	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	11/2074	24/18888	0.458333333	4.174059788	5.464547114	1.74E-05	0.000884897	0.000737309	KIF2C/KAT2B/CDCA8/AURKB/BIRC5/NUF2/SKA1/CENPE/NDC80/CDT1/SKA3	11
BP	GO:0034767	positive regulation of monoatomic ion transmembrane transport	35/2074	154/18888	0.227272727	2.069781713	4.681560249	2.10E-05	0.001059428	0.00088273	CHP1/TREM2/STK39/FXYD1/DRD4/CALM1/CXCL11/ADCYAP1R1/CXCL10/CHP2/KCNMB1/P2RX3/CFTR/CACNB2/LRRC26/ANK2/ATP1B1/P2RY6/XCL1/DRD1/JPH2/NLGN3/RELN/CASQ1/RGS7/RYR2/EDN3/AKAP6/LRRC38/PLA2G1B/LHCGR/NPSR1/DMD/IFNG/MS4A1	35
BP	GO:0035115	embryonic forelimb morphogenesis	13/2074	33/18888	0.393939394	3.587621636	5.225102567	2.23E-05	0.00111054	0.000925317	EN1/RUNX2/CRABP2/MSX2/RSPO2/TP63/RECK/TBX3/WNT7A/MSX1/ALDH1A2/ALX4/ALX3	13
BP	GO:0007586	digestion	32/2074	136/18888	0.235294118	2.142832832	4.69762895	2.24E-05	0.00111054	0.000925317	STK39/SNX10/TFF1/SLC26A6/WNK4/TJP2/FGF10/PRSS3/PRSS1/GKN1/SCARB1/TYMP/TFF2/PGC/CHIA/HTR4/CHRM1/NPC1L1/GCNT3/CTRB2/AKR1C1/PLS1/SST/LEP/CLPS/CAPN9/SLC5A1/NPSR1/RBP4/PPARGC1A/AQP5/DCANP1	32
BP	GO:0010001	glial cell differentiation	51/2074	260/18888	0.196153846	1.786380832	4.48421909	2.71E-05	0.001330739	0.001108791	TREM2/ASPA/DLX1/DLX2/NFIA/IL34/CDK1/ZNF365/MAPT/VCAN/ROR1/CDK6/MAL/ERBB3/SOX11/VAX1/CLCN2/ITGB4/HES5/FGF10/DAAM2/SPINT1/FGF5/MYOC/NKX2-1/S100A9/MXRA8/COL6A1/GPR157/ADGRG6/IL6ST/PTPRZ1/NTRK2/IL33/NKX6-1/EMX1/ZEB2/DRD1/S100A8/RELN/LGI4/IL1B/FA2H/SH3TC2/TPPP/KLF15/NKX2-2/C5AR1/SOX1/IFNG/SOX10	51
BP	GO:0051383	kinetochore organization	10/2074	21/18888	0.476190476	4.336685494	5.373086603	2.80E-05	0.001354388	0.001128495	CENPF/DLGAP5/CENPA/KNTC1/NUF2/CENPE/NDC80/SMC2/CENPH/CENPK	10
BP	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	10/2074	21/18888	0.476190476	4.336685494	5.373086603	2.80E-05	0.001354388	0.001128495	KNSTRN/ECT2/SPAG5/KAT2B/NEK2/CDCA8/AURKB/KNTC1/BIRC5/CCNB1	10
BP	GO:0051965	positive regulation of synapse assembly	19/2074	63/18888	0.301587302	2.746567479	4.876839876	2.84E-05	0.001363405	0.001136008	AGRN/THBS2/SYNDIG1/AMIGO2/ADGRB3/ST8SIA2/NTRK2/SLITRK5/EPHB1/NLGN3/WNT7A/CBLN1/LRRTM1/FLRT2/NLGN1/CUX2/SLITRK2/CBLN2/FLRT3	19
BP	GO:0007548	sex differentiation	55/2074	288/18888	0.190972222	1.739191578	4.43963357	2.95E-05	0.001400927	0.001167272	SIX4/HOXD13/FST/STRA6/ASPM/KIF18A/FANCA/NUDT1/TNFAIP6/DMRT2/TYRO3/BRIP1/ADCYAP1R1/FGF10/AR/FOXL2/TCF21/CITED2/BASP1/BRCA2/NKX2-1/FOXC1/TP63/LHFPL2/NASP/ZP3/SLIT3/TNFSF10/NCOA1/VGF/DMRT1/TBX3/WT1/PBX1/LEP/WNT7A/FSHR/NR0B1/SALL1/LHX9/KIT/ANG/GFRA1/LHCGR/GAS2/DMRT3/RBP4/ROBO2/DMRTA2/AKR1C3/GPR149/GATA4/EREG/SRY/DCANP1	55
BP	GO:0050767	regulation of neurogenesis	70/2074	393/18888	0.178117048	1.622119002	4.377165004	2.98E-05	0.001405263	0.001170885	SPP1/TREM2/ASPA/PLXNA1/DLX1/LIMK1/DLX2/IL34/ZNF365/HEY1/DLL3/ASPM/MAPT/VCAN/HLTF/CRABP2/PER2/SOX11/VAX1/CLCN2/HES5/TIAM1/RTN4R/PLAG1/LHX2/DAAM2/PLXNA2/SPINT1/RGS14/ETV5/BHLHE40/MME/PLXNC1/IL6ST/PTPRZ1/KIAA0319/NTRK2/IL33/NKX6-1/BTG2/FN1/SEMA3C/TLX2/NTN1/RELN/WNT7A/IL1B/SEMA3E/ITPKA/CX3CR1/KIT/FOXG1/CHODL/CYSLTR1/HES7/PLXNA4/POU4F1/DPYSL5/CUX2/ROBO2/NKX2-2/DMRTA2/CDKN2B/IFNG/SEMA3D/SOX10/SEMA6D/FSTL4/DCC/NEFL	70
BP	GO:0044772	mitotic cell cycle phase transition	78/2074	451/18888	0.172949002	1.575053401	4.341118731	3.12E-05	0.00145839	0.001215152	KIF14/GTSE1/CDCA5/DTL/TMOD3/CCNA1/TRIP13/FOXM1/CENPF/BID/BUB1B/CDCA8/AURKB/DLGAP5/FAM107A/NFIA/CDC20/KNTC1/STIL/BCAT1/CDK1/MTBP/TACC3/VPS4B/CCNB2/BIRC5/CCNF/SPC25/CDK4/PRKDC/NUF2/RAB11A/CLSPN/BRCA1/KCNA5/CENPE/SPDL1/E2F7/MAD2L2/TOPBP1/ESPL1/KNL1/FHL1/ZWINT/CDK6/BUB1/CALM1/NDC80/DUSP1/IQGAP3/MUC1/FBXO5/MAD2L1/CHEK2/FGF10/FOXO4/CDC7/CUL3/XRCC3/ORC1/CCNE2/ACVR1/TICRR/GPNMB/MAP3K20/CDC25A/CCNG2/CCNB1/RRM2/DBF4/PBX1/KANK2/SKP2/TFAP4/TM4SF5/WNT10B/CDKN2B/CDKN2A	78
BP	GO:0060348	bone development	44/2074	215/18888	0.204651163	1.863766231	4.473616455	3.27E-05	0.00151328	0.001260886	COL1A1/ECM1/EPYC/SULF1/COL3A1/P3H1/RYR1/MMP13/EXT1/RUNX2/SNX10/LEPR/SH3PXD2B/CBS/RGN/TTC9/ASXL1/CDX1/SFRP4/MSX2/TMEM38B/CHAD/MYOC/CITED2/DLX5/FOXC1/RFLNB/COL6A1/SMPD3/SIGLEC15/GPR68/LEP/MSX1/HAS2/COL2A1/LRRC17/ITGB6/IHH/NOTUM/MMP16/CLDN18/LTF/SP5/DCANP1	44
BP	GO:0042060	wound healing	75/2074	430/18888	0.174418605	1.588437129	4.335032115	3.29E-05	0.00151328	0.001260886	GRHL3/PPL/F10/COL5A1/COL3A1/VPS4B/KANK1/TSPAN8/ALOX12/EXT1/SERPINE1/ST3GAL4/DUOX1/CEACAM1/AHNAK/ERBB3/GNA12/TYRO3/ITGAV/MMRN1/TEC/AJAP1/TNFRSF12A/FGF10/MSX2/PLAUR/OCLN/SERPINB2/CSRP1/MYOZ1/SCARB1/MFSD2B/SPRR3/SLC7A11/WFDC1/F2RL2/CASK/PROCR/SLC6A4/SLC11A1/NRG1/TIMP1/CTSG/PROC/MYL9/MYLK/IL6ST/CLDN4/TMEM97/TXK/PHLDB2/EMILIN2/FN1/TNFAIP3/PROS1/DGKB/HPSE/WNT7A/DCBLD2/FERMT1/REG3G/NDNF/FOXC2/CLDN1/ITGB6/PPARG/DUOX2/CYP4F11/TFPI2/C4BPB/F13A1/CD40LG/ALOX15/GATA4/EREG	75
BP	GO:0016049	cell growth	84/2074	496/18888	0.169354839	1.542321212	4.29866197	3.44E-05	0.001574252	0.001311689	SPP1/KIF14/SORBS2/PLXNA1/LIMK1/FAM107A/IGFBP3/CPNE6/EXT1/BRCA1/MAPT/MAD2L2/MEIS1/FHL1/CEACAM1/CYP27B1/CRABP2/TIAM1/RTN4R/LHX2/SESN2/COBL/FOXL2/PSRC1/EXOSC4/NRCAM/SPOCK1/WFDC1/RASAL1/DCLK1/PI16/PPT1/WNT11/SOX17/MYOCD/S100A9/ALCAM/SLIT3/ST8SIA2/TMEM97/KIAA0319/SCGB3A1/NKX6-1/ITSN2/EMX1/FN1/SEMA3C/JADE2/NTN1/ROS1/SH3BP4/SLC44A4/S100A8/BST2/NLGN3/WT1/BARHL2/DCBLD2/SYT1/KRT17/CTTN/SEMA3E/MSX1/EDN3/S100B/CDA/AKAP6/RIMS1/MYL2/CACNG7/PLXNA4/DACT3/IGFBPL1/RERG/PTCH2/OLFM1/CDKN2A/SEMA3D/SEMA6D/FSTL4/DCC/GATA4/MUC12/FLRT3	84
BP	GO:0051216	cartilage development	43/2074	209/18888	0.205741627	1.87369713	4.460746933	3.50E-05	0.001587821	0.001322995	COL1A1/ECM1/LOXL2/EPYC/COL11A1/DLX2/SULF1/NFIA/COL3A1/BMP8A/TGFBI/PTHLH/MMP13/EXT1/PITX1/RUNX2/RUNX1/CBS/MATN3/BARX2/TYMS/HES5/MSX2/CTSK/RSPO2/CHST11/SCIN/SIX2/WNT11/TIMP1/RFLNB/COL6A1/SLC26A2/PTH1R/SMPD3/NKX3-2/LEP/WNT7A/MSX1/COL2A1/SLC39A14/WNT10B/IHH	43
BP	GO:0007584	response to nutrient	36/2074	164/18888	0.219512195	1.99910624	4.51320046	3.57E-05	0.001603688	0.001336216	SPP1/COL1A1/KAT2B/STC2/STAT1/CYP27B1/CYP26A1/CBS/TYMS/BRIP1/ALAD/CXCL10/HMGCS2/PIM1/AQP3/SLC16A1/ACACB/SLC6A4/UCP3/PLD1/NCOA1/FOLR1/CYP24A1/SST/LEP/KL/KANK2/ALDH1A2/LPL/TNFRSF11B/TPCN2/KYNU/PPARG/CDKN2B/AKR1C3/GATA4	36
BP	GO:0048511	rhythmic process	56/2074	297/18888	0.188552189	1.717152236	4.375105709	3.64E-05	0.001603688	0.001336216	CBX3/DTL/TOP2A/SP1/KAT2B/CDK1/PRKDC/CSF2/PTGDS/RORC/DRD4/PER1/PCNA/PER2/SLC26A6/NPAS2/TNFAIP6/TYMS/TYRO3/CIPC/RORA/HLF/NKX2-1/KCND2/BHLHE40/SLC6A4/NOCT/NOS2/COL6A1/GPR157/ZP3/SLIT3/CLDN4/EGR1/KLF9/NTRK2/NUDT12/NCOA1/LEP/HTR7/C3orf70/FSHR/NR0B2/HAS2/NLGN1/HES7/LHCGR/GAS2/CHRNB2/USP2/ROBO2/PPARG/PPARGC1A/RPE65/GPR149/EREG	56
BP	GO:0030282	bone mineralization	30/2074	127/18888	0.236220472	2.151269182	4.571946005	3.68E-05	0.001603688	0.001336216	ECM1/COL1A2/PTHLH/MMP13/CLEC3B/RUNX2/SNX10/CYP27B1/ISG15/BCOR/FBN2/SLC24A3/ACVR1/MINPP1/RSPO2/TMEM38B/ASPN/WNT11/RFLNB/COL6A1/PTH1R/SMPD3/LEP/KL/GPC3/SLC8A1/WNT10B/NOTUM/ALOX15/LTF	30
BP	GO:0042471	ear morphogenesis	30/2074	127/18888	0.236220472	2.151269182	4.571946005	3.68E-05	0.001603688	0.001336216	CTHRC1/SIX1/GRHL3/COL11A1/SIX4/DLX6/FZD2/ANKRD24/FGF10/TMIE/DLX5/OTX1/SIX2/GSC/KCNQ4/MYO6/MYO7A/PLS1/TBX1/NTN1/SLC44A4/TBX3/NKX3-2/MSX1/FOXG1/ZIC1/COL2A1/TBX18/MYO3A/DCANP1	30
BP	GO:0042391	regulation of membrane potential	77/2074	446/18888	0.17264574	1.572291579	4.295672078	3.71E-05	0.001603688	0.001336216	GPD1L/EHD3/TREM2/BID/CHRNA1/GNA14/FXYD1/HTR3B/GRIN2D/USP53/KCNA5/LRRK2/MAPT/DRD4/ATP1A2/FHL1/SLC4A4/MLLT11/SCN5A/IFI6/CALM1/CASQ2/NUP155/NETO1/SCN8A/KCNMB3/MYOC/NRCAM/UNC13B/KCND2/GABRR1/RGS7BP/KCNMB2/P2RX3/CFTR/SLC6A4/CACNB2/PYCR1/ANK2/GRIA3/ATP1B1/COL6A1/GRIA2/CHRM1/CHRNA6/TACR1/NTRK2/SCN2B/GJC1/ABAT/PID1/DRD1/SCN2A/KCNMA1/NLGN3/RELN/WNT7A/BCO2/RYR2/KCNK7/GRIK3/AKAP6/RIMS1/CBLN1/KCNH1/KCNQ5/NLGN1/CNGB1/KCNK15/SLC8A1/KCNE2/CUX2/CHRNB2/NLGN4X/DMD/TBX18/GABRG3	77
BP	GO:0042063	gliogenesis	63/2074	346/18888	0.182080925	1.658218182	4.339902573	3.72E-05	0.001603688	0.001336216	TREM2/ASPA/DLX1/DLX2/NFIA/COL3A1/IL34/CDK1/ZNF365/MAPT/VCAN/ROR1/CDK6/LEPR/MAL/ERBB3/SOX11/VAX1/CLCN2/ITGB4/HES5/TIAM1/FGF10/PLAG1/DAAM2/SPINT1/FGF5/LAMB1/MYOC/NKX2-1/ETV5/S100A9/MXRA8/COL6A1/GPR157/CHRM1/ADGRG6/IL6ST/PTPRZ1/NTRK2/IL33/NKX6-1/EMX1/ZEB2/NTN1/DRD1/S100A8/RELN/LGI4/IL1B/FA2H/SH3TC2/CX3CR1/FOXG1/CYSLTR1/TPPP/KLF15/NKX2-2/C5AR1/CDKN2B/SOX1/IFNG/SOX10	63
BP	GO:0045616	regulation of keratinocyte differentiation	14/2074	39/18888	0.358974359	3.26919368	4.98207265	3.73E-05	0.001603688	0.001336216	CYP27B1/ETV4/ZFP36/MSX2/AQP3/FOXC1/GRHL1/TP63/IL20/ZBED2/ALOX15B/KRT36/REG3G/HOXA7	14
BP	GO:0060560	developmental growth involved in morphogenesis	48/2074	243/18888	0.197530864	1.79892139	4.402266568	3.83E-05	0.001634913	0.001362233	SPP1/SIX1/KIF26B/SIX4/PLXNA1/LIMK1/HOXD13/CPNE6/EXT1/MAPT/CRABP2/TIAM1/RTN4R/FGF10/LHX2/COBL/NRCAM/RASAL1/SPRY1/DCLK1/WNT11/ALCAM/SLIT3/ST8SIA2/KIAA0319/NKX6-1/ITSN2/EMX1/FN1/SEMA3C/NTN1/NLGN3/BARHL2/SYT1/CTTN/SEMA3E/EDN3/S100B/RIMS1/SALL1/CACNG7/PLXNA4/OLFM1/SEMA3D/SEMA6D/FSTL4/DCC/FLRT3	48
BP	GO:0051592	response to calcium ion	33/2074	146/18888	0.226027397	2.058440443	4.509051876	4.02E-05	0.001703169	0.001419105	ECT2/ANXA11/SLC6A1/CPNE6/RYR1/SCN5A/CALM1/CASQ2/ITPR3/SLC25A23/SYT15/ITPKC/CPNE8/KCNMB3/AQP3/CHP2/RASAL1/KCNMB1/KCNMB2/TRPM2/SYT12/FOS/FOSB/KCNMA1/SYT1/RYR2/ITPKA/KCNH1/NLGN1/SYT5/AKR1C3/ACER1/ALOX15	33
BP	GO:0048546	digestive tract morphogenesis	16/2074	49/18888	0.326530612	2.973727196	4.858548997	4.08E-05	0.001718807	0.001432135	HOXD13/STRA6/SFRP5/SOX11/GLI1/FGF10/TCF21/SIX2/TP63/WNT11/SOX17/GLI2/AGR2/IHH/SOX10/GATA4	16
BP	GO:0060993	kidney morphogenesis	25/2074	98/18888	0.255102041	2.323224372	4.612469249	4.14E-05	0.00173211	0.001443219	SIX1/KIF26B/HOXD11/SIX4/CITED1/STAT1/LRRK2/CTNNBIP1/HOXB7/ASXL1/WNK4/HES5/FGF10/TCF21/BASP1/TACSTD2/SIX2/WNT11/GCNT3/WT1/PBX1/SALL1/GPC3/GCNT4/IRX1	25
BP	GO:0021953	central nervous system neuron differentiation	38/2074	178/18888	0.213483146	1.944199452	4.445157936	4.22E-05	0.001750459	0.001458508	PLXNA1/DLX1/DLX2/HOXC10/LHX5/HPRT1/MAPT/HOXD10/HES5/RORA/CLN8/SPOCK1/NKX2-1/DCLK1/GLI2/NTRK2/NKX6-1/EMX1/BTG2/DRD1/EPHB1/TBX20/RAC3/LEP/WNT7A/SEMA3E/CBLN1/FOXG1/FAIM2/NDNF/PLXNA4/POU4F1/DMRT3/CHRNB2/NKX2-2/SOX1/MNX1/DCC	38
BP	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	11/2074	26/18888	0.423076923	3.852978266	5.112597597	4.37E-05	0.001803319	0.001502551	ATP1A2/CALM1/CASQ2/TMEM38B/ANK2/HRC/ATP1B1/RYR2/SLC8A1/DMD/TNNI3	11
BP	GO:0090231	regulation of spindle checkpoint	10/2074	22/18888	0.454545455	4.139563426	5.174769755	4.63E-05	0.001896772	0.001580418	CDCA8/AURKB/BIRC5/KNL1/ZWINT/NDC80/DUSP1/MAD2L1/XRCC3/CCNB1	10
BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	53/2074	279/18888	0.189964158	1.730011095	4.314399819	4.73E-05	0.00192143	0.001600963	IL1RN/ATP2C1/TENM2/CEACAM1/FAT1/CADM2/PCDH1/CELSR3/ACVR1/ESAM/SDK1/CLDN17/AMIGO2/CLDN7/CDH8/CLDN20/ALCAM/NEXN/CADM3/PCDHGC5/CDH17/CDH15/CLDN4/CDH13/CLDN5/MPZL2/DSC1/CLDN16/DSG3/IGSF9/CDHR5/PCDHB10/PCDH8/CEACAM19/PCDHGB1/PCDHB8/CBLN1/LRFN5/NLGN1/CEACAM8/SLITRK2/CLDN6/CLDN1/SDK2/CDH18/ROBO2/CLDN22/PCDH19/CLDN18/CLDN11/CLDN10/FLRT3/PCDH20	53
BP	GO:0015718	monocarboxylic acid transport	38/2074	179/18888	0.212290503	1.933338002	4.406466998	4.79E-05	0.001933228	0.001610793	SLC5A12/SLC16A6/DRD4/CEACAM1/CRABP2/RBP1/SLC26A6/TSPO2/SLCO1A2/SLC2A1/NMB/SLCO2A1/SLC10A5/SLC16A1/MPC1/ACACB/RBP7/NOS2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/SLC16A9/PMP2/LEP/IL1B/SLCO1B1/NR0B2/PLA2G5/PLA2G1B/LHCGR/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1	38
BP	GO:0072330	monocarboxylic acid biosynthetic process	45/2074	225/18888	0.2	1.821407907	4.353211372	4.82E-05	0.001933228	0.001610793	MGLL/KAT2B/ACSM1/PDK4/ACADVL/FADS1/ALOX12/BRCA1/ACLY/PTGDS/SCP2/CEACAM1/RBP1/PER2/HACD3/RGN/CYP2E1/ACOX2/ELOVL6/SDS/FGF19/CYP2C8/FADS3/GATM/ACACB/CYP2C9/IDO1/ACSM3/ACADL/IL1B/ALOX15B/FA2H/DHRS9/ALDH1A2/LPL/PLA2G1B/ELOVL4/ALOXE3/PTGS1/PTGIS/HPGDS/AKR1C4/AKR1C3/ALOX15/GSTM1	45
BP	GO:0098773	skin epidermis development	30/2074	129/18888	0.23255814	2.117916171	4.474552383	5.04E-05	0.002007737	0.001672875	GRHL3/SPINK5/HOXC13/FST/TGM3/FLG/ALOX12/EXT1/STMN1/LGR5/FGF10/LHX2/MSX2/GRHL1/TP63/FOXE1/COL6A1/CLDN4/GLI2/HPSE/KRT17/FA2H/TMPRSS11F/FERMT1/DKK4/ALOXE3/CLDN1/ALX4/WNT10B/SOSTDC1	30
BP	GO:0070830	bicellular tight junction assembly	20/2074	71/18888	0.281690141	2.56536325	4.641084335	5.28E-05	0.002087559	0.001739384	AFDN/ECT2/OCLN/ESAM/CLDN17/CLDN7/CLDN20/MARVELD3/WNT11/CLDN4/CLDN5/CLDN16/FRMPD2/CLDN6/CLDN1/POF1B/CLDN22/CLDN18/CLDN11/CLDN10	20
BP	GO:0015711	organic anion transport	77/2074	451/18888	0.170731707	1.554860409	4.188680406	5.46E-05	0.002145571	0.001787721	SLC46A2/SLC5A12/SLC16A6/SLC6A1/LRRC8D/DRD4/ATP1A2/SLC4A4/CEACAM1/SLC19A1/CRABP2/RBP1/PER2/SLC26A6/TSPO2/SLC25A23/SLCO1A2/SLC1A4/SLC39A6/SLC2A1/NMB/SLCO2A1/CLN8/SLC10A5/SLC6A2/SLC7A11/GLTP/SLC22A4/SLC16A1/SLC2A6/MPC1/GIPC1/ACACB/CFTR/SLC6A4/SLC11A1/SLC43A2/SLC7A4/RBP7/NOS2/SLC2A4/SLC39A10/SLC6A15/SLC26A2/SLC39A4/SLC13A5/NTRK2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/FOLR1/SLC6A16/ABAT/SLC44A4/SLC16A9/SLC7A8/PMP2/ABCC1/LEP/IL1B/SLC17A9/SLC38A5/SLCO1B1/NR0B2/PLA2G5/SLC25A41/PLA2G1B/LHCGR/SLC39A14/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1	77
BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	12/2074	31/18888	0.387096774	3.525305627	4.942069374	5.67E-05	0.002212438	0.001843435	DTL/CDK1/VPS4B/CDK4/RAB11A/FBXO5/CDC7/CDC25A/CCNB1/PBX1/DYRK3/WNT10B	12
BP	GO:1904062	regulation of monoatomic cation transmembrane transport	57/2074	309/18888	0.184466019	1.679939332	4.232418278	5.89E-05	0.002285962	0.001904696	GPD1L/CHP1/TREM2/STK39/PCSK9/FXYD1/GRIN2D/KCNAB1/KCNIP4/DRD4/ATP1A2/FHL1/SCN5A/OXSR1/PRNP/CALM1/CASQ2/AHNAK/CXCL11/FGF14/WNK4/ADCYAP1R1/NETO1/CXCL10/TMEM38B/CHP2/KCNMB1/P2RX3/CACNB2/LRRC26/ANK2/HRC/ATP1B1/SESTD1/P2RY6/SCN2B/XCL1/DRD1/JPH2/ATP4A/CASQ1/RGS7/RYR2/EDN3/AKAP6/MMP9/LRRC38/UTRN/PLA2G1B/SLC8A1/KCNE2/FXYD3/LHCGR/NPSR1/DMD/IFNG/MS4A1	57
BP	GO:0042472	inner ear morphogenesis	26/2074	106/18888	0.245283019	2.233802151	4.473813566	6.05E-05	0.002330513	0.001941817	CTHRC1/SIX1/GRHL3/COL11A1/SIX4/DLX6/FZD2/ANKRD24/FGF10/TMIE/DLX5/OTX1/KCNQ4/MYO6/MYO7A/PLS1/TBX1/NTN1/SLC44A4/TBX3/FOXG1/ZIC1/COL2A1/TBX18/MYO3A/DCANP1	26
BP	GO:0030258	lipid modification	40/2074	194/18888	0.206185567	1.877740111	4.315846953	6.14E-05	0.002349571	0.001957697	ACSM1/HADHB/PLA2G7/ACADM/PDK4/ACADVL/SLC35C1/ALOX12/EPHX2/ECHDC2/SCP2/ST3GAL4/CYP2E1/ACOX2/CYP2C8/SESN2/RNF213/IRS1/MTMR10/BDH2/ACACB/APOD/PLPP2/ACOXL/DGKB/ACADL/LEP/ALOX15B/FA2H/ABO/CRAT/NR4A3/ALOXE3/PLPPR1/ADH7/PLIN5/B4GALNT2/FMO1/PPARGC1A/ALOX15	40
BP	GO:0015849	organic acid transport	64/2074	359/18888	0.178272981	1.623539082	4.189240152	6.24E-05	0.00237477	0.001978693	SLC5A12/SLC16A6/SLC6A1/LRRC8D/DRD4/ATP1A2/CEACAM1/SLC19A1/CRABP2/RBP1/PER2/SLC26A6/TSPO2/SLCO1A2/SLC1A4/SLC2A1/NMB/SLCO2A1/CLN8/SLC10A5/SLC6A2/SLC7A11/SLC22A4/SLC16A1/MPC1/GIPC1/ACACB/SLC6A4/SLC11A1/SLC43A2/SLC7A4/RBP7/NOS2/SLC6A15/SLC26A2/SLC13A5/NTRK2/SLC16A10/SLC6A8/PLA2G2A/AKR1C1/SLC10A4/FOLR1/SLC6A16/ABAT/SLC16A9/SLC7A8/PMP2/ABCC1/LEP/IL1B/SLC38A5/SLCO1B1/NR0B2/PLA2G5/SLC29A4/PLA2G1B/LHCGR/FABP4/SLCO4A1/SLCO1B3/AKR1C4/PPARG/CRABP1	64
BP	GO:0006813	potassium ion transport	47/2074	241/18888	0.195020747	1.776061652	4.258440707	6.37E-05	0.00240863	0.002006905	CHP1/TREM2/STK39/VPS4B/FXYD1/KCNA5/KCNAB1/KCNIP4/ATP1A2/FHL1/SLC24A2/OXSR1/PRNP/CASQ2/SLC9A7/WNK4/SLC24A3/NETO1/KCNS3/TMEM38B/KCNMB3/SLC9A9/SLC12A8/KCND2/KCNMB1/KCNMB2/ATP4B/PKD2L1/LRRC26/ANK2/ATP1B1/KCNQ4/KCNG3/KCNA7/DRD1/KCNMA1/ATP4A/RGS7/KCNK7/EDN3/AKAP6/LRRC38/KCNH1/KCNQ5/KCNK15/KCNE2/FXYD3	47
BP	GO:0032412	regulation of monoatomic ion transmembrane transporter activity	44/2074	221/18888	0.199095023	1.813166243	4.270596689	6.50E-05	0.002441972	0.002034686	GPD1L/CHP1/TREM2/STK39/PCSK9/FXYD1/KCNAB1/DRD4/ATP1A2/FHL1/OXSR1/PRNP/CALM1/CASQ2/CACNG4/AHNAK/FGF14/CNIH3/NETO1/CHP2/CFTR/CACNB2/LRRC26/ANK2/HRC/ATP1B1/P2RY6/SCN2B/JPH2/NLGN3/RELN/CASQ1/RYR2/AKAP6/MMP9/LRRC38/NLGN1/UTRN/CACNG7/KCNE2/FXYD3/PRRT1/DMD/IFNG	44
BP	GO:0007416	synapse assembly	42/2074	208/18888	0.201923077	1.838921445	4.272822702	6.75E-05	0.002517296	0.002097447	SIX1/SIX4/AGRN/DBNL/THBS2/NEGR1/SYNDIG1/LRFN1/CNTN5/NRCAM/SDK1/AMIGO2/MUSK/ARHGEF9/ADGRB3/ST8SIA2/NTRK2/NTN1/SLITRK5/DRD1/EPHB1/NLGN3/WNT7A/ICAM5/PCDHB10/CBLN1/LRRTM1/LRFN5/FLRT2/NLGN1/POU4F1/CUX2/SLITRK2/CHRNB2/NLGN4X/SDK2/ROBO2/ADD2/GABRG3/CBLN2/NRXN2/FLRT3	42
BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	40/2074	195/18888	0.205128205	1.868110674	4.279600639	6.92E-05	0.002564629	0.002136886	GTSE1/DTL/TRIP13/CENPF/BUB1B/CDCA8/AURKB/FAM107A/CDC20/KNTC1/CDK1/BIRC5/SPC25/PRKDC/NUF2/CLSPN/BRCA1/SPDL1/E2F7/MAD2L2/TOPBP1/KNL1/FHL1/ZWINT/BUB1/NDC80/DUSP1/MUC1/FBXO5/MAD2L1/CHEK2/FOXO4/XRCC3/ORC1/ACVR1/TICRR/GPNMB/CCNB1/KANK2/CDKN2B	40
