p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
7.17925992224141e-34	-0.52344938147746	1	0.972	1.64677864096373e-29	3	RPS27A	0.028
7.80381995346785e-34	1.25662970378855	0.745	0.422	1.79004022092645e-29	3	FABP5	0.323
8.50794924353763e-34	0.68206608012557	0.979	0.882	1.95155339748266e-29	3	MYL6	0.097
9.3395004358653e-34	-1.66469948106719	0.596	0.801	2.14229460997878e-29	3	ANXA1	-0.205
1.08616736960482e-33	-0.571680490502574	0.994	0.984	2.49145071239953e-29	3	TPT1	0.01
1.28281510843004e-33	1.21645079183182	0.638	0.291	2.94252129571682e-29	3	PDCD1	0.347
1.5702001702234e-33	1.25912266774311	0.666	0.333	3.60172515045843e-29	3	RAB11FIP1	0.333
2.03985473261105e-33	-0.618021460303452	0.994	0.94	4.67901878566322e-29	3	RPS10	0.054
2.32561348207421e-33	1.32259039003945	0.657	0.317	5.33449220518183e-29	3	NAMPT	0.34
2.34966638333208e-33	1.12257849164531	0.851	0.58	5.38966475008713e-29	3	CTSC	0.271
1.53550727059295e-32	1.11839358369496	0.903	0.632	3.5221465772861e-28	3	RGS2	0.271
1.95369512871924e-32	1.16319805545618	0.833	0.569	4.48138588625619e-28	3	ALOX5AP	0.264
3.25417686495016e-32	0.916846357285205	0.897	0.594	7.46443089282268e-28	3	PSMB9	0.303
4.04275240811037e-32	1.43956204634598	0.471	0.174	9.27326547372356e-28	3	ZNRF1	0.297
5.74881640781419e-32	1.10034230827005	0.818	0.498	1.31866350762442e-27	3	IFNG	0.32
7.06185877183328e-32	1.15307445881705	0.739	0.414	1.61984916508312e-27	3	PRDX5	0.325
2.64491475727892e-31	1.08012812870397	0.793	0.533	6.06690547024638e-27	3	HSPB1	0.26
4.86880726461192e-31	1.6013989536803	0.41	0.141	1.11680701035668e-26	3	YPEL2	0.269
1.20398074441009e-30	-0.55274589818033	0.991	0.95	2.76169103152787e-26	3	RPS21	0.041
1.40171610699431e-30	0.989343565212536	0.869	0.596	3.21525640622354e-26	3	APOBEC3G	0.273
2.21700748255532e-30	0.835072430031227	0.927	0.661	5.0853717634854e-26	3	CLEC2B	0.266
2.63775345411301e-30	1.23841386704495	0.538	0.229	6.05047887304442e-26	3	OASL	0.309
3.04006742884958e-30	0.987616943485818	0.848	0.598	6.97330666829517e-26	3	DRAP1	0.25
3.49444006220903e-30	1.30294875469933	0.538	0.229	8.01554661469507e-26	3	CASP1	0.309
3.56485517486411e-30	1.07942265721069	0.739	0.402	8.1770648001033e-26	3	PRDX6	0.337
7.09763198254151e-30	-1.79622652351857	0.605	0.779	1.62805482415537e-25	3	FOS	-0.174
1.21731374213696e-29	1.52398231396817	0.486	0.196	2.79227426171376e-25	3	RALA	0.29
2.76779228611886e-29	0.986464388381975	0.714	0.397	6.34876194589943e-25	3	GBP2	0.317
2.85393662445697e-29	1.14494296330522	0.605	0.285	6.54635982917939e-25	3	PTTG1	0.32
3.37889223201673e-29	1.17922753212936	0.568	0.271	7.75050300179997e-25	3	MSI2	0.297
4.23781297987383e-29	0.61944097438172	0.991	0.865	9.72069541323458e-25	3	RPS26	0.126
7.2223422723524e-29	1.62824192282878	0.353	0.111	1.65666087043219e-24	3	MCM5	0.242
7.5906985239655e-29	-0.515690183593636	1	0.995	1.74115442742721e-24	3	MT-CO2	0.005
9.07285477333274e-29	1.33579702314105	0.581	0.266	2.08113142790706e-24	3	HLA-DMA	0.315
1.21366669694382e-28	-1.48595007192109	0.644	0.777	2.78390866944973e-24	3	IER2	-0.133
2.41691491237795e-28	0.790413075887193	0.869	0.61	5.54391942601254e-24	3	TPI1	0.259
3.48965762410827e-28	-0.539958410677474	0.991	0.959	8.00457665817955e-24	3	RPS25	0.032
6.5420965072114e-28	-0.503222213935138	0.994	0.965	1.50062609682415e-23	3	RPS28	0.029
6.6504758732825e-28	1.68934403660555	0.371	0.126	1.52548615581354e-23	3	OAS2	0.245
7.12600412493836e-28	-1.95942771946576	0.529	0.707	1.63456282617836e-23	3	FOSB	-0.178
1.01877902667165e-27	1.36423171793335	0.508	0.221	2.33687533137944e-23	3	CDK6	0.287
1.8053087712867e-27	1.4293077483129	0.438	0.171	4.14101725957742e-23	3	FAM3C	0.267
1.95505718391511e-27	1.07234673396484	0.748	0.44	4.48451016846449e-23	3	SLC3A2	0.308
2.67526187920356e-27	1.48912497719195	0.374	0.13	6.13651569851712e-23	3	STAM	0.244
3.00444155835039e-27	1.02977738651245	0.714	0.39	6.89158804654413e-23	3	PTMS	0.324
4.93313639412907e-27	1.02711823319788	0.681	0.361	1.13156282608533e-22	3	PDIA6	0.32
5.0919605445612e-27	0.831360366114284	0.903	0.693	1.16799390971145e-22	3	SOD1	0.21
7.26564314104323e-27	-0.517623467368124	0.991	0.957	1.6665932236925e-22	3	RPL14	0.034
1.12219754347681e-26	1.6696111662641	0.502	0.234	2.57409672522711e-22	3	BAG3	0.268
1.15897629082901e-26	0.984207994035358	0.696	0.384	2.65845981590358e-22	3	NOP10	0.312
1.32519250905534e-26	-0.746272784994756	0.878	0.952	3.03972657727114e-22	3	ZFP36L2	-0.074
1.46732796474386e-26	1.30910005577928	0.468	0.19	3.36575688552946e-22	3	HM13	0.278
1.60955080956249e-26	1.06983481413737	0.69	0.365	3.69198764697444e-22	3	SAMD9	0.325
1.67674495520235e-26	0.979404538402478	0.681	0.366	3.84611757824314e-22	3	PPM1G	0.315
2.74167631898821e-26	0.90250703773083	0.678	0.35	6.28885714049516e-22	3	LYST	0.328
3.63634414227732e-26	-0.54130560075934	0.973	0.949	8.34104619355573e-22	3	RPS4X	0.024
3.72323417798335e-26	1.43055023609148	0.426	0.166	8.5403545574582e-22	3	IFI35	0.26
4.18600633759193e-26	0.837269341692804	0.842	0.602	9.60186133716836e-22	3	CLEC2D	0.24
4.70631626297445e-26	0.70393650443424	0.505	0.202	1.07953482440108e-21	3	IGHG1	0.303
5.8212661308346e-26	0.941234944646572	0.745	0.429	1.33528202509084e-21	3	SEM1	0.316
6.91567883746273e-26	1.12318515306853	0.574	0.267	1.5863184117372e-21	3	SNRPE	0.307
7.55948825850298e-26	1.13200452473169	0.559	0.261	1.73399541673541e-21	3	SAMD9L	0.298
7.64075771927852e-26	1.15788802446091	0.653	0.373	1.75263700564811e-21	3	BTG3	0.28
1.0545742027008e-25	1.14988540720913	0.574	0.28	2.4189823061551e-21	3	RHOB	0.294
1.54161336664374e-25	1.1614452924129	0.541	0.251	3.53615274040741e-21	3	NEDD9	0.29
1.59106299958947e-25	0.807421909378205	0.839	0.545	3.64958030845833e-21	3	ITGB1	0.294
2.370895832874e-25	1.28442385528411	0.459	0.196	5.43836086144637e-21	3	NFIL3	0.263
2.94960629350565e-25	1.36884496948529	0.468	0.203	6.76580691604327e-21	3	LAP3	0.265
3.56324254918459e-25	-1.32744150647566	0.66	0.798	8.1733657593196e-21	3	BTG2	-0.138
4.53646883860814e-25	1.38543441899418	0.38	0.141	1.04057522219993e-20	3	PHF6	0.239
5.69320031961331e-25	1.15055206058775	0.474	0.201	1.3059062893129e-20	3	KIF20B	0.273
6.10246901187777e-25	1.01178982766022	0.562	0.27	1.39978434194452e-20	3	SLC5A3	0.292
6.47791670666495e-25	-0.503611078900931	0.994	0.959	1.48590453417481e-20	3	RPL7A	0.035
6.68861008410016e-25	1.16315802728404	0.578	0.283	1.53423338109089e-20	3	COMMD7	0.295
1.08188231504336e-24	0.934564259987017	0.784	0.524	2.48162165424646e-20	3	CHORDC1	0.26
1.14798400171174e-24	0.714605986951332	0.894	0.688	2.63324570312639e-20	3	SUMO2	0.206
1.37194973242992e-24	1.1790830579765	0.565	0.289	3.14697829624774e-20	3	GLRX	0.276
1.42859817181113e-24	0.807821871319092	0.924	0.753	3.27691848650037e-20	3	HSPE1	0.171
1.46604460410862e-24	0.733507031090997	0.915	0.746	3.36281311290435e-20	3	TRAC	0.169
1.55190789742818e-24	1.42489639341325	0.395	0.151	3.55976633512076e-20	3	C16orf87	0.244
1.70997965106852e-24	1.07425710018593	0.617	0.331	3.92235132362098e-20	3	PAG1	0.286
1.83614354448752e-24	0.847968593936002	0.787	0.501	4.21174606234548e-20	3	PSMB8	0.286
1.98251319379191e-24	0.894754950760505	0.754	0.467	4.54748876391987e-20	3	ATP5MF	0.287
3.26973856123191e-24	0.982493960733033	0.538	0.244	7.50012631175375e-20	3	GBP1	0.294
3.68119502325419e-24	1.04886550624953	0.55	0.257	8.44392514434046e-20	3	ZCRB1	0.293
3.79971869097036e-24	1.34063282304121	0.483	0.215	8.71579473334781e-20	3	TNFSF10	0.268
5.60573931821997e-24	1.29362642774152	0.395	0.156	1.2858444848133e-19	3	SYT11	0.239
7.2257866832571e-24	0.897496968519857	0.717	0.426	1.65745094940551e-19	3	PKM	0.291
1.62351473046581e-23	0.961174378511027	0.535	0.243	3.72401808874247e-19	3	LRBA	0.292
1.8051396081229e-23	0.939411354536677	0.729	0.454	4.1406292331123e-19	3	AHSA1	0.275
1.87028176291682e-23	0.577961834426778	0.909	0.614	4.2900523077786e-19	3	PRF1	0.295
1.94196174155233e-23	0.975896184587906	0.556	0.262	4.45447184277272e-19	3	AHI1	0.294
2.76661649564826e-23	0.676925767084317	0.888	0.587	6.34606491771799e-19	3	COTL1	0.301
3.4756763829034e-23	0.91621402398467	0.705	0.42	7.97250648710381e-19	3	PGAM1	0.285
3.97401004730825e-23	0.84935549449638	0.769	0.494	9.11558424651566e-19	3	PSME2	0.275
4.72001336563636e-23	0.710352713420426	0.909	0.66	1.08267666580967e-18	3	RHOA	0.249
1.10877047993539e-22	1.41882130949756	0.356	0.133	2.5432977268758e-18	3	DUSP16	0.223
1.65704438596844e-22	1.04128957395723	0.495	0.226	3.80092841253442e-18	3	CXCR6	0.269
2.18259658610773e-22	1.13469108257857	0.471	0.212	5.0064400492139e-18	3	MTHFD2	0.259
2.43924489126462e-22	1.12771842938246	0.498	0.24	5.59513993158278e-18	3	NT5C3A	0.258
2.56812129139279e-22	0.972201846647372	0.532	0.25	5.89075661819678e-18	3	LDLRAD4	0.282
2.95091938408515e-22	-0.508176724516223	0.979	0.952	6.76881888321452e-18	3	RPL9	0.027
3.41290324179926e-22	-1.81083055076708	0.204	0.48	7.82851745603914e-18	3	GZMK	-0.276
4.23935953667644e-22	0.696818204850062	0.894	0.639	9.72424290522842e-18	3	S100A11	0.255
4.42238557137443e-22	-0.54955219263156	0.96	0.934	1.01440680236187e-17	3	RPL5	0.0259999999999999
4.80158064164619e-22	1.10330416480127	0.553	0.287	1.1013865675808e-17	3	STIP1	0.266
5.35486363959375e-22	0.828180253375447	0.581	0.291	1.22829862165001e-17	3	SMC4	0.29
9.59182862695879e-22	1.12657771287164	0.35	0.127	2.20017365045181e-17	3	DTX3L	0.223
1.01573186949889e-21	1.11191773884645	0.544	0.274	2.32988576225656e-17	3	GSTO1	0.27
1.03278323522589e-21	0.9647855767621	0.678	0.396	2.36899818496115e-17	3	COX5A	0.282
2.4404349428103e-21	-1.92070116428947	0.261	0.513	5.59786967181826e-17	3	KLF2	-0.252
2.99772559910359e-21	1.27884595433063	0.404	0.173	6.87618297922381e-17	3	SYNGR2	0.231
3.52722357158492e-21	0.54946650989862	0.945	0.811	8.0907454285015e-17	3	SRP14	0.134
4.36708718390442e-21	1.42325592659871	0.362	0.143	1.001722458244e-16	3	CISD2	0.219
4.68060217728714e-21	-0.742917749045302	0.857	0.866	1.07363652742612e-16	3	EEF1B2	-0.00900000000000001
4.83364031894094e-21	0.548880730321112	1	0.961	1.10874041635867e-16	3	UBC	0.039
5.16467069622379e-21	1.34392866451967	0.359	0.14	1.18467216429981e-16	3	RIN3	0.219
5.85144510503974e-21	1.02077954247228	0.951	0.817	1.34220447819401e-16	3	GZMA	0.134
6.02862013176605e-21	1.05948782234391	0.468	0.212	1.3828448858245e-16	3	VAMP5	0.256
6.34162973646231e-21	1.20573524670169	0.429	0.185	1.45464302894972e-16	3	GBP3	0.244
7.95300851445173e-21	0.635221227308191	0.976	0.925	1.82426109304494e-16	3	FTL	0.0509999999999999
1.1122249814725e-20	0.845887419046312	0.736	0.466	2.55122166250162e-16	3	BLOC1S1	0.27
1.1301806493191e-20	1.03306964442424	0.553	0.293	2.59240837340814e-16	3	PSMB2	0.26
1.37545804257207e-20	1.30756749785438	0.356	0.14	3.15502565805182e-16	3	BARD1	0.216
1.64147932474071e-20	0.856071589605529	0.362	0.143	3.76522527509025e-16	3	IGHG3	0.219
1.73265741569025e-20	0.959355010980783	0.608	0.337	3.97436958011029e-16	3	LAMTOR5	0.271
2.01309002445236e-20	0.985615982295382	0.62	0.354	4.61762589808882e-16	3	PARP14	0.266
2.17009292205371e-20	0.859298906880491	0.568	0.297	4.9777591446068e-16	3	STAT1	0.271
2.57810374997756e-20	-0.538276792687313	1	0.991	5.91365438169852e-16	3	MT-ND1	0.00900000000000001
2.95954899644523e-20	0.964751014472475	0.477	0.229	6.78861348804607e-16	3	NFAT5	0.248
3.01388196401312e-20	0.92623390089613	0.641	0.355	6.9132424490533e-16	3	SRI	0.286
3.05522911723535e-20	0.814265779364648	0.757	0.506	7.00808454911444e-16	3	UQCR10	0.251
4.70957019595658e-20	0.772811599952971	0.821	0.587	1.08028121154852e-15	3	PGK1	0.234
6.11906215143357e-20	0.982804250746259	0.632	0.382	1.40359047629583e-15	3	NDUFV2	0.25
7.63874883294876e-20	1.0500085523407	0.41	0.175	1.75217620730179e-15	3	TNIP3	0.235
9.36396921787265e-20	0.79724907202807	0.693	0.412	2.14790725919563e-15	3	UBE2L3	0.281
9.70950546737829e-20	0.864964931737603	0.675	0.409	2.22716636410723e-15	3	NDUFS6	0.266
9.97672718802678e-20	1.01906177672488	0.553	0.293	2.28846168238958e-15	3	PPA1	0.26
1.03483526331137e-19	0.691185162004411	0.897	0.719	2.37370512698363e-15	3	HSPH1	0.178
1.45530586823165e-19	0.812520929358373	0.678	0.402	3.33818060054975e-15	3	PSMB3	0.276
1.62292854134858e-19	0.914156187202938	0.565	0.298	3.72267348814538e-15	3	NDUFB3	0.267
2.04740022288676e-19	0.8686167564448	0.72	0.449	4.69632663125766e-15	3	DOK2	0.271
2.26947630609085e-19	0.698941135747003	0.86	0.617	5.20572475091118e-15	3	CTSD	0.243
2.29871210185686e-19	0.811941528482156	0.65	0.365	5.27278581923926e-15	3	ATP5F1C	0.285
2.44769829639783e-19	1.21975964124675	0.407	0.182	5.61453035227735e-15	3	BCL2L11	0.225
2.57659684996344e-19	1.0575100406333	0.353	0.138	5.91019785444613e-15	3	HLA-DMB	0.215
2.85499290026447e-19	0.80012148657534	0.702	0.446	6.54878271462664e-15	3	PRELID1	0.256
2.92911767922883e-19	0.851012090492218	0.672	0.409	6.7188101326151e-15	3	RBX1	0.263
3.23412802659344e-19	-1.41100957180381	0.359	0.564	7.41844286740004e-15	3	MBP	-0.205
5.70002322273387e-19	1.1597717268282	0.48	0.243	1.30747132683069e-14	3	CGAS	0.237
5.90847551842566e-19	-0.583308364419425	0.903	0.903	1.35528611441648e-14	3	RPL7	0
7.52347788877711e-19	0.674424082978176	0.757	0.474	1.72573535812769e-14	3	CALM3	0.283
1.19233947631629e-18	0.780609811903355	0.675	0.409	2.73498829077432e-14	3	TANK	0.266
1.2986947640779e-18	0.993967080244794	0.602	0.364	2.97894604984188e-14	3	IL2RB	0.238
1.31448457408772e-18	0.769424339698651	0.739	0.475	3.01516471604242e-14	3	ATP5MC3	0.264
1.37187759906998e-18	-1.93017184346083	0.24	0.481	3.14681283674672e-14	3	IL7R	-0.241
1.43414547999335e-18	0.806679922925669	0.79	0.519	3.28964290200873e-14	3	H1FX	0.271
1.81230992776514e-18	0.723117172621893	0.821	0.59	4.15707651230767e-14	3	SNRPB	0.231
2.0247345613996e-18	1.27212340012875	0.362	0.151	4.6443361369384e-14	3	SGMS1	0.211
2.02544380068703e-18	0.551040464479014	0.511	0.251	4.6459629900159e-14	3	CEBPD	0.26
2.13250326747229e-18	0.825975946192914	0.702	0.451	4.89153599492793e-14	3	GNG5	0.251
2.20138971542909e-18	1.00087193639037	0.444	0.21	5.04954772925125e-14	3	TMEM14C	0.234
2.33422733637114e-18	1.0477628135116	0.407	0.181	5.35425066416812e-14	3	PTPRJ	0.226
2.4275501050435e-18	0.994022173110708	0.441	0.209	5.56831443094878e-14	3	ORMDL3	0.232
3.13655283830329e-18	0.835006982394339	0.635	0.363	7.19462490050008e-14	3	GNPTAB	0.272
3.31613282802347e-18	1.05182429228162	0.444	0.212	7.60654548092024e-14	3	COPZ1	0.232
3.35670366790478e-18	1.13245724282051	0.419	0.199	7.69960687343999e-14	3	RHBDD2	0.22
3.72294489736788e-18	1.08544000420587	0.383	0.164	8.53969100558244e-14	3	LMNB1	0.219
3.79931097178668e-18	0.781557309517251	0.957	0.843	8.71485950708428e-14	3	HSPA1A	0.114
4.010858051957e-18	0.880888424633368	0.553	0.293	9.20010619957896e-14	3	GALM	0.26
4.10513663008496e-18	-0.58708218933716	0.988	0.987	9.41636240208888e-14	3	MT-ND2	0.001
4.32479834414546e-18	0.882071478920451	0.584	0.325	9.92022244180085e-14	3	CCT8	0.259
5.03689405773273e-18	1.10984967739785	0.48	0.244	1.15536275896273e-13	3	GALNT1	0.236
5.54751512298908e-18	1.06876335847911	0.486	0.251	1.27248901891124e-13	3	SCAMP2	0.235
5.71386955003009e-18	-1.35093012642322	0.517	0.639	1.3106473973859e-13	3	TUBB4B	-0.122
6.38955995085532e-18	0.665146403173307	0.866	0.627	1.46563726152719e-13	3	SAMSN1	0.239
9.26670434018618e-18	0.915806123214984	0.416	0.185	2.12559664155191e-13	3	ADGRG1	0.231
9.63071917981759e-18	0.8465709609112	0.502	0.254	2.20909436546656e-13	3	FKBP4	0.248
1.39819518848438e-17	1.21984565794846	0.38	0.171	3.20718012334547e-13	3	IRF7	0.209
1.48175602819496e-17	0.905643394174547	0.581	0.331	3.39885197747359e-13	3	DNAJB4	0.25
1.80391744487712e-17	0.739220884853145	0.647	0.39	4.13782583505914e-13	3	HLA-DQB1	0.257
1.95337732610178e-17	1.05109720094645	0.404	0.183	4.48065691061227e-13	3	ECI2	0.221
1.97827521212194e-17	0.704073082393986	0.799	0.545	4.5377676815653e-13	3	RABAC1	0.254
2.14268006903858e-17	0.83365638363896	0.584	0.326	4.91487954236068e-13	3	SP140	0.258
2.35333694998747e-17	1.25860804057288	0.365	0.164	5.39808429588127e-13	3	CCDC117	0.201
2.84524480997739e-17	0.96028717153054	0.383	0.169	6.52642254512614e-13	3	MAD2L2	0.214
3.13856332371853e-17	1.01460354180223	0.435	0.209	7.19923655194557e-13	3	MRPL47	0.226
3.8253790815274e-17	0.570457005781946	0.836	0.604	8.77465453720755e-13	3	HMGN1	0.232
5.0010120073573e-17	0.818078707437995	0.675	0.427	1.14713213424762e-12	3	PSMA1	0.248
5.14317384942066e-17	-0.580566715701507	0.924	0.917	1.17974121758011e-12	3	RPLP0	0.00700000000000001
5.37386258750681e-17	1.03426449495113	0.419	0.197	1.23265660032231e-12	3	PHYKPL	0.222
5.79931262969307e-17	0.746948563974903	0.733	0.534	1.330246330999e-12	3	TNFRSF1B	0.199
7.27329601860261e-17	0.758407230256393	0.626	0.371	1.66834864074707e-12	3	HIF1A	0.255
7.97377969636922e-17	0.626455616542734	0.821	0.602	1.82902558675317e-12	3	PPP1R2	0.219
8.03488937270242e-17	0.866060615190496	0.444	0.217	1.84304292431048e-12	3	GBP4	0.227
8.22540046356573e-17	1.09777751048218	0.374	0.167	1.88674235833271e-12	3	COMMD3	0.207
9.44131565237285e-17	1.0837442779905	0.41	0.196	2.16564898434129e-12	3	EIF1AY	0.214
9.97831620761374e-17	0.975535475347672	0.371	0.163	2.28882617170244e-12	3	BACH1	0.208
1.1958993118728e-16	0.69817143709621	0.845	0.623	2.74315384157382e-12	3	PRDM1	0.222
1.24085978872046e-16	1.0875887614469	0.368	0.165	2.84628418336699e-12	3	LIMA1	0.203
1.42805559012143e-16	-1.70552495694632	0.608	0.682	3.27567391262055e-12	3	HIST1H4C	-0.0740000000000001
1.44604158227539e-16	0.854197580234935	0.511	0.269	3.3169301814233e-12	3	AP2S1	0.242
1.68061151359837e-16	0.652588461737221	0.875	0.7	3.85498668989194e-12	3	HSPD1	0.175
1.79529169920435e-16	0.663353477105695	0.711	0.428	4.11804009963494e-12	3	SRSF9	0.283
1.84445357185558e-16	0.881356989959407	0.535	0.289	4.23080760312233e-12	3	MRPL51	0.246
1.92397028619594e-16	0.645147582350658	0.884	0.681	4.41320304247626e-12	3	LSP1	0.203
1.98129688743821e-16	0.820214600044579	0.511	0.274	4.54469880040576e-12	3	YWHAH	0.237
2.00057879086987e-16	0.802585061683599	0.441	0.217	4.5889276304973e-12	3	BICDL1	0.224
2.04213669761594e-16	0.935647204436641	0.41	0.192	4.68425315699144e-12	3	AHR	0.218
2.17275694385768e-16	0.658538975219847	0.729	0.462	4.98386987782075e-12	3	POMP	0.267
2.52224229315868e-16	0.596136085008772	0.748	0.494	5.78551937204739e-12	3	SRSF10	0.254
2.86988045237365e-16	1.01674555663419	0.508	0.287	6.58293178165467e-12	3	UBE2L6	0.221
3.09742691540378e-16	0.941309931586228	0.447	0.219	7.10487785855318e-12	3	TIMM8B	0.228
3.14613559119066e-16	-0.527653803594889	0.979	0.979	7.21660581907313e-12	3	BTG1	0
3.19519090301739e-16	1.08796079317923	0.353	0.156	7.32912889334129e-12	3	VEZT	0.197
3.43505876886434e-16	0.576005648107629	0.863	0.652	7.87933780402103e-12	3	DYNLL1	0.211
3.8734802095035e-16	0.924196868092643	0.462	0.235	8.88498890455912e-12	3	SH3BP1	0.227
4.48734099434501e-16	0.940004691296214	0.456	0.234	1.02930627728286e-11	3	TXNDC17	0.222
4.92398875959014e-16	0.968914603923118	0.429	0.211	1.12946454167479e-11	3	ACBD3	0.218
5.03212283841883e-16	0.940139655113307	0.422	0.203	1.15426833667651e-11	3	FIBP	0.219
5.18000301514518e-16	-0.607478703311741	0.918	0.946	1.188189091614e-11	3	MT-ND5	-0.0279999999999999
8.32539691347964e-16	0.652387754868078	0.745	0.485	1.90967954401396e-11	3	PTPN22	0.26
8.43985444278104e-16	0.651885466518518	0.787	0.596	1.93593381208511e-11	3	ENO1	0.191
8.45867296249963e-16	0.604377114757536	0.857	0.652	1.94025040413817e-11	3	SP100	0.205
8.64385381055198e-16	0.539721610470648	0.839	0.61	1.98272718706441e-11	3	ARPC1B	0.229
8.64890361809109e-16	0.782282632574556	0.614	0.349	1.98388551191773e-11	3	KRAS	0.265
9.41232972224164e-16	1.15168455225376	0.359	0.163	2.15900019168779e-11	3	AGFG1	0.196
9.53596526406589e-16	0.65734729740185	0.802	0.597	2.18735971227144e-11	3	IKZF3	0.205
1.05812413670386e-15	0.728049647158747	0.647	0.386	2.42712514477132e-11	3	BAX	0.261
1.07111046784495e-15	0.847333958660368	0.495	0.259	2.45691319114274e-11	3	TXNL1	0.236
1.42771117920854e-15	0.753573566518377	0.666	0.426	3.27488390286855e-11	3	ADAR	0.24
1.65530983462265e-15	-0.578428758418205	0.894	0.875	3.79694969865744e-11	3	RPL36A	0.019
1.65598220443996e-15	0.61391248758681	0.827	0.64	3.79849198054439e-11	3	NDUFS5	0.187
1.78814150562133e-15	0.513810168333468	0.881	0.691	4.1016389855942e-11	3	UBL5	0.19
2.12993796541375e-15	0.618175378689895	0.733	0.462	4.88565170506606e-11	3	ATP5MPL	0.271
2.16899304500922e-15	0.719471020504597	0.602	0.366	4.97523624664215e-11	3	SEPT2	0.236
2.39681871557025e-15	0.693805080431008	0.632	0.383	5.49782276977505e-11	3	CCT3	0.249
2.59277469233579e-15	1.0906665396156	0.356	0.163	5.94730658927982e-11	3	PCID2	0.193
2.85847274324107e-15	0.871528918386023	0.465	0.242	6.55676477844638e-11	3	MAPRE2	0.223
3.02069427229697e-15	0.882882894155878	0.365	0.167	6.92886852179478e-11	3	CCDC14	0.198
3.04263789826909e-15	0.79349071278246	0.611	0.369	6.97920281104964e-11	3	NOL7	0.242
3.19301906986157e-15	0.765767936673993	0.602	0.361	7.32414714244848e-11	3	PSMA5	0.241
3.27837587079647e-15	0.789701599405706	0.526	0.298	7.51993857243294e-11	3	CMTM6	0.228
3.31210726045768e-15	1.00751893114218	0.359	0.166	7.59731163403783e-11	3	PARP9	0.193
3.8563196674842e-15	0.602611670102173	0.748	0.503	8.84562605327525e-11	3	RAC1	0.245
3.86213808247645e-15	-0.607847361004894	0.854	0.872	8.85897233358448e-11	3	PNRC1	-0.018
3.87397038532156e-15	0.50517183486043	0.906	0.694	8.8861132698506e-11	3	PSMA7	0.212
4.20232440567501e-15	0.905614594044378	0.568	0.335	9.63929172173733e-11	3	AIP	0.233
4.37270978257988e-15	-0.725965416780374	0.888	0.905	1.00301216992817e-10	3	CXCR4	-0.017
4.41463877305878e-15	0.943591869601813	0.477	0.257	1.01262984176422e-10	3	GTF3C6	0.22
4.440854947063e-15	0.609483194102188	0.614	0.357	1.01864330775731e-10	3	SMC3	0.257
4.69311717133013e-15	0.88429223285741	0.495	0.277	1.07650721675971e-10	3	ETFB	0.218
4.73125222696856e-15	0.915460845504988	0.419	0.21	1.08525463582205e-10	3	MIR4435-2HG	0.209
5.01463144285806e-15	0.679830000721275	0.596	0.364	1.15025616036278e-10	3	MBD2	0.232
5.10353973812154e-15	0.693899848164174	0.824	0.648	1.17064994513032e-10	3	ISG20	0.176
6.20483791483253e-15	-1.06919125510552	0.52	0.633	1.42326572090428e-10	3	PDCD4	-0.113
6.84034352699368e-15	0.852282633618419	0.502	0.283	1.56903799822181e-10	3	RANBP1	0.219
7.16763270321857e-15	0.833805822216781	0.505	0.279	1.64411158946427e-10	3	PHPT1	0.226
7.36163206938042e-15	0.633829782224204	0.684	0.413	1.68861116407448e-10	3	BTN3A2	0.271
7.81859787031212e-15	0.75878361586768	0.41	0.199	1.79342997949219e-10	3	ETNK1	0.211
8.66101006357246e-15	1.01891174001396	0.407	0.205	1.98666248838225e-10	3	YARS	0.202
8.76437916974943e-15	0.672529670512223	0.693	0.471	2.01037329395712e-10	3	WDR83OS	0.222
8.78396396984891e-15	0.545630488575384	0.842	0.652	2.01486565540394e-10	3	COX6B1	0.19
8.92727985212042e-15	0.754202014863707	0.59	0.347	2.04773945247938e-10	3	PPP1R14B	0.243
1.1800195834316e-14	0.666976808145898	0.657	0.437	2.70672892047542e-10	3	RPS27L	0.22
1.25942166334635e-14	0.825040013214814	0.422	0.209	2.88886141138385e-10	3	MED28	0.213
1.29433049582793e-14	0.644465411058722	0.587	0.341	2.96893529133011e-10	3	MPC2	0.246
1.2958268891206e-14	0.854290962429265	0.374	0.176	2.97236771826483e-10	3	TOX	0.198
1.74041194371457e-14	0.805323825026707	0.45	0.231	3.99215691649247e-10	3	TMEM165	0.219
1.91486297596076e-14	0.915997504550971	0.708	0.499	4.39231269425879e-10	3	GOLGA4	0.209
2.02692217453943e-14	0.949606328064439	0.447	0.238	4.64935408395855e-10	3	RPA3	0.209
2.08969904050855e-14	0.840108694078744	0.492	0.275	4.7933516591185e-10	3	LSM2	0.217
2.14116572424971e-14	0.70208576491528	0.532	0.292	4.91140593828399e-10	3	CLTA	0.24
2.30667858955781e-14	0.78130894912885	0.435	0.224	5.29105934872771e-10	3	ZNF326	0.211
2.38899102999838e-14	0.862467385101552	0.45	0.234	5.47986762461028e-10	3	RNF187	0.216
2.60105029710857e-14	0.918259828661561	0.401	0.204	5.96628917150765e-10	3	CASP3	0.197
2.71861194682886e-14	0.929792163895726	0.422	0.215	6.23595208363603e-10	3	ABHD3	0.207
2.89145021944066e-14	0.841249854592478	0.432	0.226	6.63240851335298e-10	3	SEC14L1	0.206
