Samples	group	TRM_0	TRM_1	TRM_2	TRM_3	TRM_4	TRM_5
216	ec325_GSM1296965	normal	1.46218280902358	1.86684618171232	1.13407125086225	3.12987187928866	0.883057386272303	2.3579665376395
217	ec326_GSM1296966	tumor	1.62962325769752	1.74901903529042	1.01754890902905	3.57833952799991	0.070326314097412	2.7106188202608
218	ec326_GSM1296967	normal	1.58284524002181	1.81038613239264	1.11160329200998	3.14239858142797	0.974843272785725	2.16334202093318
219	ec330_GSM1296968	tumor	1.48968071891842	1.63220983412993	0.844423464553233	3.3353736561758	0.606092268124096	2.55731183053246
220	ec330_GSM1296969	normal	1.37085489655243	1.67524968391843	0.977155937196089	2.98677090925971	0.890933933451213	2.15840217632659
221	ec331_GSM1296970	tumor	1.50701013797899	1.48050839532287	0.736411213682875	3.40859717422389	0.76249799067674	2.56425564844325
222	ec331_GSM1296971	normal	1.50317416521867	1.70724818569925	0.996970975472159	3.0796741988291	0.936425012055939	2.1651701989301
223	ec333_GSM1296996	tumor	1.58182311851256	1.48069518865788	0.781742371863773	3.30044293641786	0.881128435942774	2.42760606684179
224	ec333_GSM1296997	normal	1.4451772014401	1.74758046816039	1.03986649247886	3.05023801746127	0.965359266998874	2.08340092150104
225	ec334_GSM1296998	tumor	1.57542439170531	1.68337830626797	0.982835518635706	3.30742261444639	0.963430316669345	2.42371331954519
226	ec334_GSM1296999	normal	1.57157395099839	1.82799079446634	1.00144104431792	3.07117777729581	0.547902266516637	2.08298245754985
227	ec337_GSM1297000	tumor	1.39203423662933	1.46528607463302	0.884790366359507	3.22734489775779	0.265311043240637	2.5790602627936
228	ec337_GSM1297001	normal	1.42563470001522	1.7934746018526	1.05475226162275	3.03111008880713	0.902668381289181	2.12925266659163
229	ec338_GSM1297002	tumor	1.33785910942401	1.51840327160426	0.745492965794807	3.06482155933613	0.394229223597492	2.45022971765385
230	ec338_GSM1297003	normal	1.32646158495993	1.67602632480919	1.00035589754038	2.91869463877435	0.962465841504581	2.16443405102969
231	ec340_GSM1297004	tumor	1.53808302095578	1.58123313896503	0.98894069995702	3.29971294356242	0.573621604243691	2.44146634788475
232	ec340_GSM1297005	normal	1.18782748156664	1.27336255312573	0.4605832597828	2.68589207830227	0.680999839254139	1.94435441212951
233	ec341_GSM1297006	tumor	1.2645155235927	1.3791487945173	0.878876968763957	3.06095771820764	0.814740395434817	2.3173415068924
234	ec341_GSM1297007	normal	1.62300201304229	1.68367024483988	0.804617347809167	2.87327014054953	0.978218935862401	1.92777918408357
235	ec342_GSM1297008	tumor	1.38229764675599	1.51918350587237	0.888228594331216	3.24378356551384	0.758318598296094	2.36270010088983
236	ec342_GSM1297009	normal	1.6998747671261	1.81997779855757	0.762493214762431	3.31500418946316	0.919868188394149	2.18090572164683
237	ec347_GSM1297010	tumor	1.37331863376159	1.46106659171953	0.864988909686031	3.16604408351789	0.671355087606494	2.46469786414365
238	ec347_GSM1297011	normal	1.5608810003623	1.85887455470785	1.14808966376833	2.964907369427	0.963751808390934	2.02520104650876
239	ec353_GSM1297012	tumor	1.45459246665361	1.66449557493277	0.853485256590467	3.30775946990226	0.77037453785565	2.49598055085716
240	ec353_GSM1297013	normal	1.53314996877527	1.69321822952002	1.00356011075108	3.14498617402299	0.656566468413438	2.23040837759585
241	ec355_GSM1297014	tumor	1.69247997937948	1.78611833472051	1.05507958077431	3.42190315720356	0.703825751486899	2.47217428608964
242	ec355_GSM1297015	normal	1.64476326320904	1.89408507308967	1.06213116484783	2.98968178417358	0.82390290950008	2.15950069328815
243	ec36_GSM1297262	tumor	1.23984307041238	1.38968213668861	0.862122258393574	2.88617553498787	0.0876868670631732	2.5412584574172
244	ec36_GSM1297263	normal	1.48259569085367	1.62330505782554	0.881517315477908	2.70323948499205	0.539704227616139	1.84041482343803
245	ec361_GSM1297016	tumor	1.61772501180822	1.82471406092126	0.973253286608505	3.29883614643987	0.883539623854685	2.3671996959523
246	ec361_GSM1297017	normal	1.27785352938885	1.51116253493529	0.892404878205291	2.99260130339959	0.723276000642983	2.2404968534182
247	ec362_GSM1297018	tumor	1.08450340006897	1.1924700829055	0.665785147260067	3.06672914162606	0.266757755987783	2.48404866833247
248	ec362_GSM1297019	normal	1.37175336084635	1.59888324410113	1.01383554385702	2.98630102647078	0.954107056743289	2.16452305048875
249	ec365_GSM1297020	tumor	1.73143802423641	1.80485381329748	0.969111081378589	3.40872054477889	0.895595563414242	2.3839498856789
250	ec365_GSM1297021	normal	1.48711419708978	1.68460898211527	1.01501623048047	2.96205863382728	0.935299791030381	2.16065833919734
251	ec366_GSM1297022	tumor	1.17822665069176	1.2444895913095	0.67461286511124	3.17826971975976	0.715238707603279	2.63971255209427
252	ec366_GSM1297023	normal	1.49819809887592	1.75293639318958	1.10322107686363	3.01187493176213	0.94783796817232	2.11113003043716
253	ec367_GSM1297024	tumor	1.35830464278993	1.57866664555168	0.924277005280955	3.16477662988666	0.618148207683652	2.47016325122673
254	ec367_GSM1297025	normal	1.41629221713917	1.66591505147898	0.94333181352714	2.74026785432634	1.05119755666292	1.88472775404249
255	ec370_GSM1297026	tumor	1.62868242318475	1.75700474275571	0.976214248236847	3.3157853625395	0.926780260408294	2.24540764530455
256	ec370_GSM1297027	normal	1.45563337963097	1.69552829927818	1.05824869893128	3.02377645996432	0.776482880565825	2.17250417598803
257	ec371_GSM1297028	tumor	1.43337388730209	1.63895318474987	0.880971230031349	3.17015607147164	0.802202218292879	2.40812884475145
258	ec371_GSM1297029	normal	1.60006689220385	1.78515793938082	1.0678600671006	3.11991057224742	0.967931200771579	2.18756209360208
259	ec373_GSM1297030	tumor	1.50562519811806	1.6649250127713	0.996047579065919	3.36363946061583	0.785163157048706	2.495929745252
260	ec373_GSM1297031	normal	1.57655368235174	1.69576763765291	1.11805229389859	3.27685095915232	0.984488024433371	2.30138768389371
261	ec374_GSM1297032	tumor	1.4221274497584	1.32445276885976	0.879339763603027	3.03944108664005	0.569120720141456	2.21434040652669
262	ec374_GSM1297033	normal	1.38839016445646	1.53547522236576	1.11933943210765	3.0389585679917	0.921636392862884	2.19125840657184
263	ec375_GSM1297034	tumor	1.24157107373754	1.2512431732942	0.528269326261528	3.03830489011507	0.684857739913197	2.47311599323458
264	ec375_GSM1297035	normal	1.58421678049058	1.90141945962941	1.11102025718205	3.15073603751755	0.927744735573059	2.18556463227549
265	ec376_GSM1297044	tumor	1.4608502170493	1.56244170962562	0.908492078333256	3.34751745740529	0.29022665166372	2.52613722906375
266	ec376_GSM1297045	normal	1.51931300060507	1.79135754369069	1.1042427522989	3.07800189432402	0.945426780260408	2.18231079141433
267	ec378_GSM1297046	tumor	1.58808591410232	1.6776446076719	0.949115399254791	3.32207016053815	0.824063655360874	2.55279780167912
268	ec378_GSM1297047	normal	1.40776260787833	1.62562668354536	0.949071358296236	2.99403699948319	0.832743931843755	2.23274579426985
269	ec380_GSM1297048	tumor	1.59374570447293	1.82981053783126	1.05102683837956	3.46179682671653	0.743369233242244	2.45814591923016
270	ec380_GSM1297049	normal	1.43575696179976	1.72841814825479	0.997156633937936	3.02591967894961	1.00522424047581	2.17481321975983
271	ec381_GSM1297050	tumor	1.44811987735736	1.53297087417695	0.96163185940914	3.30062223012135	0.470744253335476	2.28832679953538
272	ec381_GSM1297051	normal	1.54751058253056	1.62403719965501	0.750513705151467	2.99281859354477	1.05007233563736	2.05141825934182
273	ec382_GSM1297052	tumor	1.37696163565859	1.61313650808793	0.798820662028935	3.27368853302259	0.718453624819161	2.48807387632245
274	ec382_GSM1297053	normal	1.76847678326542	2.03169958694787	1.23230239628265	3.21094701392043	0.936264266195145	2.10271708576187
275	ec385_GSM1297054	tumor	1.40991807892959	1.61980756979007	0.901265953952952	3.24143367551696	0.803970422761614	2.43535351947351
276	ec385_GSM1297055	normal	1.2378449535343	1.43725035240957	0.789428578480251	2.89956908102932	0.779054814338531	2.18103616107823
277	ec391_GSM1297056	tumor	1.59774589121992	1.74374569666588	0.933263098144219	3.35581724344568	0.722472271339013	2.35143658192421
278	ec391_GSM1297057	normal	1.42885557959777	1.67150023357916	0.994425825052018	3.03077683612773	0.778894068477736	2.21958487003136
279	ec392_GSM1297058	tumor	1.47153294657905	1.62733498669709	0.873152552976663	3.15070241060208	0.911027166050474	2.4622707250057
280	ec392_GSM1297059	normal	1.54044110102282	1.74627097741873	0.964622688292544	3.04508763616186	0.945426780260408	2.03481882228976
281	ec393_GSM1297060	tumor	1.16898437704906	1.41398084724432	0.878488126079203	2.95474188182888	0.58857096929754	2.35431741779228
282	ec393_GSM1297061	normal	1.59632037748275	1.56343489138646	0.584342283255775	2.84495369636013	1.07032631409741	1.81122531784073
283	ec396_GSM1297062	tumor	1.39085045800069	1.50324432094257	0.849704570224771	3.12359843263756	0.792878958366822	2.4707878558178
284	ec396_GSM1297063	normal	1.39634537094182	1.48379260593755	0.877700891299316	2.98129876321406	0.621845362481916	2.25574522119171
285	ec398_GSM1297064	tumor	1.63663306213236	1.75446487718159	1.01860601470046	3.50097781140055	0.715077961742485	2.50652212375069
286	ec398_GSM1297065	normal	1.46171901265539	1.75280531080864	1.00053269802121	3.05393759663037	0.768124095804533	2.31580442676031
287	ec4_GSM1297300	tumor	1.71999687885717	1.86459571721956	1.02559906171187	3.4362860352127	0.858624015431602	2.39823587879684
288	ec4_GSM1297301	normal	1.78929268751974	1.88503764485226	1.08030179191186	3.05263964480411	0.901382414402829	2.07475649983161
289	ec400_GSM1297066	tumor	1.40303071676291	1.4743453733256	0.872441062392759	3.31578625042659	0.530220221829288	2.63733122175589
290	ec400_GSM1297067	normal	1.49808595391568	1.60812820414151	0.991472140828789	2.88951319633649	0.913920591544767	2.07194584601074
291	ec402_GSM1297068	tumor	1.52819430801863	1.73909250706095	0.972674241003342	3.22656994409493	0.733402989873011	2.31266172880383
292	ec402_GSM1297069	normal	1.61597531813076	1.82104908281957	1.01634728338449	3.07153599255852	0.906847773669828	2.14691470522515
293	ec403_GSM1297070	tumor	1.52477969814508	1.61344779636105	0.876822422874749	3.10917683940032	0.93449606172641	2.46333035955148
294	ec403_GSM1297071	normal	1.47019157846119	1.5694241314141	0.986241587692049	2.90510734251288	0.781144510528854	2.07211770216495
295	ec404_GSM1297072	tumor	1.4000158405008	1.4654543802814	0.85667480339379	2.92897422555949	0.770053046134062	2.26204299604646
296	ec404_GSM1297073	normal	1.69690860324809	1.72710682594399	1.00333946606194	3.22426546844036	0.884182607297862	2.32566300799877
297	ec405_GSM1297074	tumor	1.39494670481495	1.27764960061135	0.678321719080746	3.15308778601955	0.939318437550233	2.37814059350886
298	ec405_GSM1297075	normal	1.38951738233717	1.52568622684833	0.968377414360133	2.95588692652028	0.948480951615496	2.20220910813608
299	ec406_GSM1297036	tumor	1.27193550121366	1.48308896648692	0.867696337428571	3.00300639900901	0.730670310239511	2.31969688038783
300	ec406_GSM1297037	normal	1.36662404947404	1.56375113162887	0.991480953539973	3.00726600946723	0.894309596527889	2.21026263057188
301	ec407_GSM1297038	tumor	1.52215336998013	1.4849572652657	0.976887992830097	3.40561460071995	0.401141295611638	2.54820582466273
302	ec407_GSM1297039	normal	1.53601646901569	1.70979705029165	0.978373407152449	3.0227971815193	0.852033435139045	2.15745702450853
303	ec408_GSM1297040	tumor	1.35373231532902	1.63137711266443	0.904766146721702	3.18731674916274	0.715077961742485	2.52487063496942
304	ec408_GSM1297041	normal	1.46249547708207	1.68980541223145	1.04814293860401	2.9909992430532	0.970181642822697	2.22143040884896
305	ec409_GSM1297042	tumor	1.28697642484268	1.33372882631619	0.925427880810475	3.0481920496701	0.518807265712908	2.38284902954264
306	ec409_GSM1297043	normal	1.56940707309244	1.59965987728662	0.760861678935262	2.78229555277899	1.05827037453786	1.89526862332997
307	ec42_GSM1297264	tumor	1.61251948156363	1.73401351673832	0.658012468729672	3.34526901898509	0.796897604886674	2.66806233473192
308	ec42_GSM1297265	normal	1.34165873560153	1.63798661088895	0.955414123363087	2.78120650549399	0.85026523067031	2.10151720772658
309	ec45_GSM1297266	tumor	0.959881735537664	1.39885138257775	0.490082030975116	2.85870824337806	0.620880887317151	2.58708262864752
310	ec45_GSM1297267	normal	1.43329180590443	1.75412978956583	1.00110911993861	2.88062554497235	0.423163478540427	2.0072000718478
311	ec46_GSM1297268	tumor	1.32565672533761	1.45209363850362	0.886318197732139	2.85590097744503	0.859588490596367	2.44219605697477
312	ec46_GSM1297269	normal	1.59278381504007	1.81176869471605	1.10185134210939	3.06652538123078	0.35163157048706	2.23239541332216
313	ec49_GSM1297270	tumor	1.30024258985926	1.76381324559739	0.755074639996251	3.22196695836359	0.218051760167176	2.60226292188608
314	ec49_GSM1297271	normal	1.24383406440056	1.79888061086075	0.863620148322756	2.68650358811756	0.700450088410223	1.88201428040669
315	ec51_GSM1297272	tumor	1.21402221061158	1.63705624280066	0.724620500919506	3.14794253940705	0.593232599260569	2.4648946559156
316	ec51_GSM1297273	normal	1.49017933021977	1.73417733227059	1.00549287958924	3.06205041208783	0.635348014788619	2.2979082791211
317	ec52_GSM1297274	tumor	1.41821182784163	1.77931956499447	0.860210004983911	3.15959730822676	0.537936023147404	2.51801080518545
318	ec52_GSM1297275	normal	1.47721029617853	1.74947215627235	0.992368035686659	2.97561897874393	0.635669506510207	2.21964718537791
319	ec6_GSM1297302	tumor	1.55531795639453	1.78019962375382	0.830784111726137	3.55538167251818	0.264346568075872	2.77326864770231
320	ec6_GSM1297303	normal	1.44503226026271	1.63873106647118	0.927767805753697	3.01843615587075	0.707522906285163	2.26860947321973
321	ec60_GSM1297276	tumor	1.24333998850762	1.69201233778642	0.603526773280134	3.17721439912741	0.648529175373734	2.6112119846009
322	ec60_GSM1297277	normal	1.1209477279754	1.60070738254292	0.918840303766513	2.80187247947556	0.603359588490596	2.10657106122541
323	ec61_GSM1297278	tumor	1.2964748238218	1.38795273509034	0.813178927663186	2.91870937008484	0.567513261533515	2.50686264756714
324	ec61_GSM1297279	normal	1.63139798418984	1.86312573145659	1.08093756690815	3.13446036799093	0.82036650056261	2.34084714034379
325	ec68_GSM1297134	tumor	1.43033086426845	1.61135596701126	0.80776949308127	3.38450330155622	0.600948400578685	2.73275311241123
326	ec68_GSM1297135	normal	1.53135092836043	1.81803704240966	0.982529224462634	3.00748038610337	1.01342227937631	2.2182580457684
327	ec7_GSM1297304	tumor	1.55364996785573	1.68384449503247	1.05390775981513	3.12985025326992	0.883057386272303	2.25258411991173
328	ec7_GSM1297305	normal	1.46472143543466	1.75250905464837	0.983385005146405	2.95940464219646	0.826957080855168	2.17135614620234
329	ec71_GSM1297280	tumor	1.40858673908699	1.6606664000752	0.646804788515353	3.14398587882465	0.762658736537534	2.62331112500154
330	ec71_GSM1297281	normal	1.70247907153235	1.88928703359327	1.10936585723809	3.17172101558408	1.01342227937631	2.33821515842609
331	ec73_GSM1297282	tumor	1.63687549725289	1.83691685569547	0.908834767907301	3.47542351300738	0.6684616621122	2.68104248355334
332	ec73_GSM1297283	normal	1.37093239102153	1.54920687090876	0.917991038696623	2.98642661951629	0.726812409580453	2.30173112762652
333	ec74_GSM1297284	tumor	1.26218968921482	1.59749175529888	0.76960111623629	2.99005914774079	0.847693296897605	2.60179889282211
334	ec74_GSM1297285	normal	1.42474307210804	1.64827106062853	0.93534939904806	3.10376348248808	0.758800835878476	2.35597774196723
335	ec76_GSM1297286	tumor	1.37825398810584	1.28188530816376	0.657445218299982	2.99905478278658	0.560440443658576	2.64006967596505
336	ec76_GSM1297287	normal	1.47302588532553	1.77177615596495	0.990010456444602	3.01881446843606	0.930798906928146	2.2212502180846
337	ec77_GSM1297288	tumor	1.32063381925736	1.61464939066459	0.850073221480742	3.08663610889737	0.735331940202539	2.56575041877952
338	ec77_GSM1297289	normal	1.44461678395963	1.67141762646721	0.945972839695393	3.0349461431027	0.847371805176016	2.26506747354203
339	ec79_GSM1297290	tumor	1.24761412357496	1.45529767278795	0.68524949827887	3.14852511794067	0.346809194663237	2.71503308976348
340	ec79_GSM1297291	normal	1.45890365411894	1.70436674155585	0.91460044552818	2.94121802665198	0.72906285163157	2.23211991298322
341	ec80_GSM1297136	tumor	1.20591517034786	1.57937514573072	0.866214969864907	3.00475770152398	0.48151422600868	2.54122448752416
342	ec80_GSM1297137	normal	1.37802596186306	1.58174192539891	0.93123640064879	2.69842396478726	0.725365696833306	1.95639972186725
343	ec81_GSM1297138	tumor	1.27007138142766	1.47243857991338	0.649693539063964	2.92500288994297	0.94590901784279	2.48447163386494
344	ec81_GSM1297139	normal	1.41005998612366	1.65601770869602	0.943177956537433	2.95814841213654	0.83097572737502	2.07457995269636
345	ec87_GSM1297292	tumor	1.43448023154951	1.82641880492838	0.931181908190908	3.30845206099213	0.830493489792637	2.45846234602602
346	ec87_GSM1297293	normal	1.56991204085699	1.89518344350064	1.04151831717399	3.04094010466311	0.881449927664362	2.27796585794331
347	ec9_GSM1297238	tumor	1.45486459589983	1.65059250503178	0.902685681318051	3.18150255720059	0.680035364089375	2.70808375658031
348	ec9_GSM1297239	normal	1.44067695872927	1.68091140805537	0.934955123744825	3.04088924781303	0.814579649574023	2.26204420696923
349	ec91_GSM1297294	tumor	1.3467578313752	1.55190206237926	0.855193360530279	2.80101369895993	0.755907410384182	2.28569926325939
350	ec91_GSM1297295	normal	1.423670223808	1.59360357396158	0.86468942607436	3.05396338283112	0.780340781224883	2.3072243876707
351	ec92_GSM1297296	tumor	1.56171366977202	1.64609753842014	1.02108345760464	3.24108995451459	0.565423565343192	2.46445660714883
352	ec92_GSM1297297	normal	1.44012241133768	1.78170093205286	0.952676763805658	3.02479927158077	0.667014949365054	2.32599703625308
353	ec94_GSM1297298	tumor	1.7596853495812	1.91142654649975	0.886834248551724	3.56371731170549	0.505786850988587	2.65386557456734
354	ec94_GSM1297299	normal	1.77792944404321	2.02597326806854	1.12905459243038	3.15136412199082	0.801880726571291	2.3714252119266
355	ec96_GSM1297306	tumor	1.52844761544177	1.80825581352758	0.843842538410202	3.37853690033727	0.865857579167336	2.65162701795331
356	ec96_GSM1297307	normal	1.75295666255402	1.99524980639233	1.09232140473072	3.12890957340657	0.866661308471307	2.33085712423888
357	ec97_GSM1297308	tumor	1.60474869416028	1.68066959318491	1.08435950732332	3.42623287630064	0.744655200128596	2.65012884192465
358	ec97_GSM1297309	normal	1.75938209642819	1.81705576879191	0.817232077141088	2.97644575731771	1.02676418582221	2.08171302824867
